DXEX v3
C:\WTUSER\My Flow Projects\Project\UBA_BL_Rep2025_UW_01.lda
11:37:16
-2050.000 mm;0.000 mm;50.000 mm
vertical prof
"Row#"	"AT [ms]"	"TT [us]"	"U [m/s]"	"W [m/s]"	
696	4544.196	31.6	1.610	0.261
697	4547.576	26.7	1.607	0.055
698	4549.942	18.8	1.805	0.503
699	4553.662	14.2	2.205	-0.144
700	4557.581	17.9	2.156	-0.149
701	4557.609	23.0	2.162	-0.075
702	4559.830	26.7	2.166	-0.318
703	4564.281	27.6	2.231	-0.348
704	4565.149	18.5	2.062	-0.102
705	4567.431	23.3	1.679	0.358
706	4574.791	19.9	1.744	0.671
707	4577.201	31.9	1.484	0.267
708	4583.661	20.5	2.076	0.154
709	4592.043	32.7	1.425	0.837
710	4594.741	32.7	1.056	0.864
711	4602.468	35.3	1.141	0.407
712	4611.230	29.6	2.003	-0.092
713	4616.699	23.6	2.507	-0.406
714	4624.320	27.0	2.228	-0.118
