DXEX v3
C:\WTUSER\My Flow Projects\Project\UBA_BL_Rep2025_UW_01.lda
11:31:07
-2050.000 mm;0.000 mm;40.000 mm
vertical prof
"Row#"	"AT [ms]"	"TT [us]"	"U [m/s]"	"W [m/s]"	
133	511.071	5.1	3.439	0.021
134	512.504	12.2	3.389	-0.007
135	515.317	11.9	3.181	-0.228
136	521.801	23.0	3.185	-0.019
137	525.498	18.8	2.892	-0.193
138	528.505	17.9	3.095	-0.469
139	535.556	13.7	3.221	0.060
140	542.453	27.3	2.858	0.227
141	544.136	17.1	2.654	0.097
142	544.512	8.5	2.798	0.013
143	546.314	15.6	3.161	-0.214
144	549.752	13.4	3.044	-0.118
145	550.503	19.3	3.000	-0.181
146	553.018	26.2	3.005	-0.384
147	554.121	10.8	2.941	-0.219
148	554.147	14.2	2.971	-0.529
149	556.357	13.7	3.055	-0.312
150	559.090	27.3	3.006	-0.097
151	564.620	17.4	2.625	0.031
152	566.975	16.5	2.746	0.148
153	569.670	15.4	2.778	0.078
154	581.643	16.8	2.668	0.161
155	582.144	14.5	2.781	0.144
156	583.717	13.9	3.139	-0.112
157	583.975	16.5	3.095	-0.174
158	584.960	19.1	2.873	-0.124
159	588.054	15.9	2.849	-0.366
160	590.147	16.2	3.236	-0.569
161	591.340	21.6	3.030	-0.313
162	597.496	17.1	2.851	0.294
163	600.369	24.7	2.679	0.028
164	601.402	21.0	2.679	-0.085
165	601.822	15.6	2.622	0.103
166	604.559	14.8	2.764	0.015
167	607.568	14.8	2.668	-0.176
168	608.327	16.8	2.767	-0.020
169	610.272	13.1	2.601	-0.195
170	613.157	2.8	2.617	0.135
171	617.684	19.1	2.952	0.119
172	618.034	19.9	3.027	0.307
173	622.823	27.3	2.674	0.023
174	626.054	19.3	2.604	-0.085
175	627.228	3.1	2.482	-0.057
176	629.785	16.5	2.644	-0.057
177	638.335	21.3	2.526	-0.215
178	639.952	13.9	2.460	-0.065
179	640.526	26.7	2.430	-0.032
180	640.818	21.6	2.397	0.070
181	640.918	23.0	2.381	0.014
182	643.859	28.7	2.531	0.015
183	648.068	27.9	2.385	0.322
184	652.323	15.6	2.253	-0.111
185	660.215	21.0	2.467	0.278
186	663.222	4.8	2.585	0.174
187	664.730	9.7	2.476	0.057
188	666.604	23.0	2.436	0.139
189	669.349	26.2	2.466	-0.114
190	672.921	15.9	2.617	0.957
191	675.067	19.6	2.240	0.492
192	677.693	21.3	2.169	0.388
193	678.029	3.1	1.890	0.365
194	686.312	25.3	1.928	0.135
195	688.072	22.2	2.149	0.186
196	692.321	21.9	2.057	0.376
197	695.130	17.4	1.879	0.250
198	697.038	27.6	1.745	0.331
199	700.676	30.2	1.678	0.067
200	702.518	18.5	1.992	0.135
201	704.760	24.2	2.137	0.305
202	709.219	16.2	2.065	0.324
203	714.032	17.6	2.332	0.095
204	719.912	24.5	2.138	-0.066
205	730.081	21.9	2.140	0.582
206	736.553	42.7	1.781	0.183
207	739.931	32.7	1.859	0.625
208	757.479	48.4	1.237	0.456
209	768.139	13.7	1.711	0.025
210	771.088	30.2	1.863	0.182
211	771.560	14.5	1.860	0.154
212	772.936	30.4	1.853	0.135
213	773.906	31.3	1.863	0.133
214	776.638	8.8	1.855	0.231
215	777.315	15.6	1.916	0.267
216	789.388	23.9	1.792	0.379
217	791.723	33.3	1.753	0.332
218	799.465	33.0	1.870	-0.183
219	801.603	33.3	1.993	-0.161
220	802.324	19.6	2.045	0.086
221	806.241	22.2	1.933	0.241
222	807.408	23.0	2.144	0.173
223	812.783	13.4	2.057	0.243
224	816.970	28.4	1.944	0.146
225	818.814	27.0	1.963	0.060
226	819.026	31.0	1.948	-0.109
227	819.748	30.4	1.970	-0.028
228	820.793	20.8	1.984	-0.061
229	825.046	27.3	1.940	-0.348
230	825.099	12.2	1.913	-0.294
231	830.601	19.9	1.754	0.110
232	830.804	33.6	1.714	0.112
233	836.415	16.8	1.481	0.307
234	838.112	19.3	1.566	0.045
235	840.344	23.3	1.881	0.083
236	842.974	20.5	2.118	-0.058
237	861.573	21.0	1.943	0.220
238	865.902	27.6	2.028	0.462
239	870.096	22.2	1.959	0.623
240	875.899	24.2	2.189	0.326
241	877.258	22.2	2.166	0.325
242	884.709	18.8	2.291	-0.108
243	888.491	16.5	2.489	-0.337
244	895.780	12.2	2.843	0.113
245	909.454	32.4	2.149	0.154
246	910.853	25.9	2.333	0.204
247	915.330	20.2	2.002	0.249
248	916.848	24.7	2.014	0.278
249	923.678	18.2	2.473	0.230
250	931.705	27.9	1.848	0.604
251	935.376	33.8	1.957	0.032
252	939.029	21.0	2.266	-0.351
253	940.933	38.1	1.973	-0.508
254	948.343	22.5	2.303	0.458
255	948.722	25.3	2.463	0.486
256	959.103	21.0	2.268	0.209
257	962.945	18.2	2.220	0.258
258	967.726	32.1	2.232	0.161
259	977.661	16.2	2.569	0.021
260	978.182	11.9	2.507	-0.139
261	983.115	19.3	2.457	0.093
262	988.928	33.3	2.486	0.025
263	996.966	15.4	2.357	0.239
264	999.145	19.6	2.446	0.093
265	1003.127	27.6	2.094	0.440
266	1010.308	21.3	1.791	0.424
267	1016.521	25.6	2.160	0.564
268	1022.037	17.4	2.435	0.308
269	1026.626	22.2	2.387	-0.684
270	1027.618	12.5	2.490	-0.690
271	1032.315	19.3	2.737	-0.067
272	1045.299	16.5	2.396	0.256
273	1051.817	11.7	2.221	-0.054
274	1056.244	20.5	2.439	0.136
275	1061.544	24.5	2.486	0.032
276	1062.081	21.3	2.503	-0.020
277	1062.802	22.5	2.514	-0.116
278	1066.590	16.5	2.665	0.988
279	1070.815	11.7	2.964	0.357
280	1072.470	15.6	2.920	0.052
281	1095.342	10.0	3.200	-0.130
282	1096.000	7.7	3.084	-0.281
283	1096.531	11.7	3.055	-0.299
284	1103.735	13.7	3.409	0.209
285	1105.210	16.8	3.244	0.035
286	1116.048	22.8	2.692	0.243
287	1124.179	23.0	2.472	0.075
288	1128.408	24.2	2.637	-0.085
289	1131.898	19.6	2.761	0.190
290	1132.322	13.9	2.727	0.200
291	1133.891	16.8	2.988	-0.037
292	1135.089	17.6	2.922	-0.143
293	1136.884	25.9	2.500	-0.275
294	1141.962	13.7	3.040	0.163
295	1143.465	17.4	3.402	-0.118
296	1143.981	4.6	3.451	-0.266
297	1146.013	14.2	3.253	-0.405
298	1149.458	19.1	2.787	0.066
299	1150.707	23.0	2.808	0.104
300	1151.707	20.5	2.630	0.086
301	1153.600	27.0	2.341	0.609
302	1153.693	23.3	2.347	0.448
303	1163.930	22.2	2.535	0.152
304	1168.490	31.6	2.434	-0.023
305	1177.456	12.2	2.775	0.702
306	1179.513	21.6	2.607	0.355
307	1186.671	15.1	2.255	0.788
308	1189.966	22.2	2.437	0.248
309	1197.895	23.9	2.220	0.140
310	1217.729	8.5	3.030	-0.101
311	1221.328	14.8	2.949	0.021
312	1223.230	18.5	3.483	0.176
313	1228.261	13.9	3.261	0.223
314	1234.646	21.3	2.787	-0.458
315	1236.182	11.9	2.421	-0.618
316	1241.729	30.2	1.995	0.575
317	1243.430	20.5	1.739	0.212
318	1256.557	16.8	2.571	0.193
319	1264.372	19.1	2.057	0.940
320	1265.739	11.9	1.864	0.953
321	1267.873	23.9	2.215	0.576
322	1272.767	23.3	2.061	0.311
323	1273.422	22.5	2.546	0.495
324	1278.488	17.6	1.846	0.277
325	1279.650	17.6	2.001	0.236
326	1291.730	26.2	2.226	-0.009
327	1295.541	17.4	2.282	0.182
328	1295.599	13.9	2.326	0.107
329	1297.823	17.9	2.402	-0.044
330	1299.993	23.9	2.172	-0.147
331	1302.252	19.1	2.328	-0.209
332	1304.568	21.3	2.665	-0.234
333	1308.677	21.9	2.160	-0.173
334	1311.273	46.9	2.081	0.004
335	1317.354	12.2	2.253	-0.487
336	1323.263	25.0	2.245	-0.290
337	1343.851	9.1	2.789	-0.464
338	1345.974	17.4	3.053	-0.193
339	1347.466	13.4	3.693	0.138
340	1371.855	12.2	3.544	-0.183
341	1374.977	16.5	3.541	-1.057
342	1387.738	17.4	2.936	-0.039
343	1403.178	21.9	2.324	-0.676
344	1421.409	31.3	1.741	-0.273
345	1438.619	25.6	1.688	0.343
346	1439.518	34.7	1.549	0.330
347	1460.101	16.2	2.585	-0.557
348	1465.068	17.6	2.576	0.415
349	1466.626	19.6	2.749	0.530
350	1472.689	13.1	3.166	-0.038
351	1480.000	16.8	2.120	-0.025
352	1490.011	9.1	3.269	0.720
353	1493.484	16.5	2.661	-0.392
354	1503.739	17.1	3.434	-0.755
355	1517.717	11.1	3.250	-0.217
356	1517.860	16.5	3.323	-0.190
357	1521.252	14.8	3.282	-0.220
358	1528.522	9.7	3.336	-0.550
359	1538.648	20.8	3.068	-0.250
360	1538.686	17.9	3.079	-0.286
361	1541.141	11.4	3.296	-0.118
362	1543.163	20.8	3.312	-0.107
363	1545.156	14.5	3.493	-0.203
364	1546.358	12.5	3.379	-0.165
365	1546.532	21.9	3.275	-0.104
366	1546.586	16.8	3.233	-0.035
367	1556.494	13.9	3.099	-0.134
368	1558.284	13.1	3.337	-0.435
369	1568.515	21.9	3.156	-0.308
370	1569.379	18.2	3.151	-0.571
371	1578.549	19.9	3.401	-0.064
372	1582.480	11.7	3.570	0.066
373	1586.874	16.2	3.295	-0.136
374	1592.176	19.3	3.115	0.248
375	1612.273	17.4	2.815	0.125
376	1612.424	25.3	2.824	0.143
377	1614.426	18.5	2.690	0.180
378	1618.890	21.0	2.605	0.092
379	1640.169	19.9	2.799	-0.241
380	1650.896	20.5	2.862	0.122
381	1654.088	23.0	2.635	-0.631
382	1654.490	22.2	2.701	-0.351
383	1661.174	12.5	1.956	0.102
384	1663.464	16.5	2.153	0.593
385	1670.005	27.6	1.812	-0.022
386	1676.191	23.3	2.665	-0.229
387	1679.149	18.8	2.314	-0.387
388	1680.388	20.2	2.647	-0.582
389	1692.450	12.5	3.112	-0.369
390	1692.726	17.6	3.171	-0.372
391	1693.920	18.5	3.319	-0.338
392	1694.942	18.2	3.423	-0.745
393	1700.432	19.9	2.670	0.339
394	1701.209	10.5	2.660	0.309
395	1702.713	14.8	3.004	0.411
396	1706.707	16.8	3.080	-0.241
397	1707.251	13.9	2.795	-0.426
398	1707.430	20.2	3.016	-0.400
399	1710.957	24.7	2.505	-0.009
400	1723.880	15.9	3.205	0.080
401	1733.723	9.1	3.366	0.069
402	1734.861	17.1	3.217	0.161
403	1742.702	21.6	2.628	0.139
404	1754.558	6.0	3.353	0.178
405	1756.070	16.5	3.221	-0.168
406	1768.968	21.0	2.851	-0.626
407	1769.997	18.8	2.896	-0.438
408	1775.597	16.2	2.898	0.266
409	1783.698	14.2	2.490	-0.037
410	1789.215	11.7	2.677	0.520
411	1793.638	20.8	2.910	0.384
412	1794.989	16.2	2.913	0.402
413	1796.939	20.2	3.274	-0.071
414	1797.338	21.0	3.329	-0.061
415	1803.702	15.1	3.528	-0.356
416	1804.562	14.5	3.381	-0.239
417	1806.783	19.9	3.103	-0.080
418	1807.711	6.8	2.805	-0.120
419	1822.035	15.1	3.766	0.070
420	1823.040	7.4	3.458	0.305
421	1835.949	17.4	2.540	0.048
422	1837.531	18.5	2.815	0.105
423	1837.587	10.0	2.999	-0.047
424	1840.261	15.6	3.292	-0.044
425	1849.521	15.4	2.782	0.256
426	1851.586	8.0	2.655	0.073
427	1854.588	22.2	2.385	0.185
428	1855.561	17.4	2.585	-0.018
429	1857.503	17.4	2.620	0.012
430	1858.400	19.3	2.552	0.338
431	1858.548	17.1	2.566	0.350
432	1859.371	26.7	2.472	0.459
433	1864.618	22.8	2.587	0.237
434	1866.480	25.0	2.022	0.385
435	1869.910	27.3	2.064	-0.266
436	1870.137	25.0	2.002	-0.296
437	1873.920	19.6	1.933	0.117
438	1878.448	31.3	1.929	0.136
439	1881.270	31.3	2.385	0.189
440	1890.131	25.3	2.430	0.157
441	1905.355	13.9	2.366	0.132
442	1911.292	20.8	1.738	0.317
443	1913.575	15.4	1.884	0.203
444	1931.189	32.1	1.625	-0.153
445	1932.587	23.6	1.636	0.265
446	1935.574	9.4	2.206	0.605
447	1938.015	27.6	2.002	0.406
448	1940.205	28.4	1.834	0.399
449	1944.621	31.6	2.180	0.050
450	1946.208	24.5	2.106	0.138
451	1964.840	13.7	2.087	0.032
452	1965.289	27.9	2.167	0.124
453	1970.712	11.4	2.050	-0.131
454	1976.553	23.9	1.689	-0.057
455	1998.519	14.2	1.627	0.023
456	2000.346	40.4	1.767	0.412
457	2005.301	39.0	1.886	-0.212
458	2011.913	14.2	3.029	-0.164
459	2014.765	19.9	3.237	-0.076
460	2016.690	10.2	2.945	-0.130
461	2017.725	13.1	3.043	-0.168
462	2036.403	20.5	2.769	0.298
463	2037.550	20.2	2.839	-0.577
464	2038.286	12.8	3.018	-0.625
465	2041.816	23.3	2.625	0.054
466	2045.045	15.1	2.454	-0.113
467	2047.657	18.8	2.450	-0.214
468	2051.800	11.9	2.548	-0.016
469	2058.196	30.4	2.636	-0.239
470	2066.384	30.7	2.371	-0.242
471	2071.636	25.3	2.444	0.344
472	2083.849	17.4	2.960	0.096
473	2084.866	21.0	3.172	-0.041
474	2085.256	21.0	3.160	-0.199
475	2085.461	9.7	2.988	-0.320
476	2093.392	32.7	1.915	-0.423
477	2096.777	24.7	2.246	1.386
478	2098.215	14.2	2.812	0.181
479	2102.318	17.4	2.986	-0.055
480	2106.373	20.5	3.187	-0.110
481	2109.604	19.1	3.014	-0.143
482	2110.676	19.1	3.069	-0.306
483	2114.263	10.2	3.294	0.227
484	2125.140	22.2	2.674	-0.475
485	2125.368	14.2	2.677	-0.391
486	2125.695	23.0	2.613	-0.513
487	2132.457	21.0	2.538	-0.445
488	2134.281	9.7	2.579	-0.372
489	2139.768	10.8	2.643	-0.455
490	2148.973	11.7	2.656	0.073
491	2149.384	12.8	2.746	0.041
492	2153.394	12.8	2.912	0.305
493	2158.422	15.4	2.280	0.536
494	2159.198	20.5	2.403	0.505
495	2162.134	30.4	2.476	-0.061
496	2175.022	20.8	3.073	-0.409
497	2178.147	23.9	2.789	-0.521
498	2181.782	19.9	3.100	-0.481
499	2188.042	24.2	3.206	0.378
500	2191.450	18.2	2.884	-0.369
501	2191.773	25.3	2.833	-0.419
502	2192.664	8.5	3.070	-0.502
503	2216.262	17.4	2.541	0.123
504	2227.725	27.3	2.406	-0.284
505	2232.029	12.2	2.644	-0.187
506	2237.277	27.3	2.657	-0.120
507	2238.560	5.1	2.700	0.073
508	2240.587	21.3	2.725	-0.116
509	2247.595	17.9	2.311	-0.197
510	2254.612	21.6	2.695	0.126
511	2259.398	17.1	2.604	0.715
512	2260.136	17.4	2.725	-0.209
513	2261.306	20.8	2.660	0.398
514	2263.905	19.9	2.311	0.335
515	2267.013	24.2	2.205	0.365
516	2274.623	18.8	2.015	0.374
517	2275.233	26.5	1.896	0.458
518	2278.225	17.6	1.742	0.243
519	2288.100	10.5	2.184	-0.127
520	2295.783	17.9	2.064	0.095
521	2298.545	29.9	1.931	0.064
522	2299.596	15.1	1.890	-0.095
523	2306.872	23.3	2.168	-0.234
524	2307.961	21.6	2.238	-0.279
525	2314.502	30.7	1.464	0.463
526	2319.457	16.5	2.268	0.389
527	2321.224	20.8	2.153	-0.101
528	2321.590	17.1	2.104	-0.225
529	2322.957	29.0	2.156	-0.121
530	2325.933	29.6	2.237	-0.296
531	2328.412	14.2	2.782	-0.176
532	2336.832	12.2	2.378	0.278
533	2350.446	19.6	2.442	0.110
534	2355.501	22.5	2.822	0.088
535	2365.609	15.9	2.572	-0.261
536	2366.845	15.6	2.525	-0.163
537	2369.370	18.8	2.357	-0.095
538	2377.169	28.2	2.648	0.155
539	2379.795	19.6	2.454	0.084
540	2389.583	25.6	2.281	-0.033
541	2393.518	21.3	2.179	0.003
542	2395.691	22.2	2.160	0.152
543	2409.248	24.2	2.673	0.126
544	2410.803	12.2	2.639	0.277
545	2411.639	14.5	2.546	0.350
546	2413.737	3.7	2.707	-0.013
547	2415.537	23.3	2.577	-0.180
548	2420.021	14.2	2.760	-0.245
549	2420.234	20.5	2.746	-0.211
550	2431.600	23.9	2.361	-0.033
551	2433.440	23.3	2.231	-0.163
552	2434.672	14.5	2.371	-0.054
553	2437.579	14.2	1.931	-0.097
554	2439.305	2.8	1.427	-0.129
555	2445.312	18.5	2.278	0.026
556	2447.688	19.9	2.341	-0.243
557	2460.191	24.5	2.442	-0.220
558	2470.007	10.8	2.450	-0.480
559	2476.668	17.6	2.404	-0.817
560	2477.363	7.1	2.434	-0.913
561	2478.609	18.5	2.541	-0.798
562	2479.497	28.4	2.554	-0.449
563	2485.235	15.1	2.609	0.019
564	2490.989	26.5	2.010	-0.218
565	2492.384	19.9	1.684	0.588
566	2494.868	36.1	1.587	0.479
567	2505.968	23.6	2.003	0.168
568	2513.460	25.3	1.778	0.188
569	2515.594	28.4	2.158	-0.180
570	2519.727	11.7	2.346	0.117
571	2534.590	13.9	2.364	-0.135
572	2536.756	21.9	2.384	0.167
573	2540.132	15.1	2.268	0.141
574	2543.305	32.1	2.179	0.001
575	2544.534	20.5	1.995	0.001
576	2544.648	19.6	1.957	0.041
577	2548.176	19.9	1.846	0.062
578	2553.556	29.3	2.143	-0.209
579	2560.404	16.2	2.403	-0.047
580	2560.898	26.2	2.329	-0.269
581	2561.516	22.2	2.520	-0.027
582	2565.359	14.8	2.465	-0.306
583	2567.935	13.9	2.635	-0.359
584	2573.156	16.8	2.698	-0.482
585	2576.807	15.6	2.537	-0.491
586	2580.075	21.0	2.816	-0.059
587	2592.701	21.3	2.480	-0.261
588	2593.771	24.5	2.388	-0.362
589	2599.990	17.6	2.038	0.075
590	2604.691	25.6	2.453	-0.484
591	2616.177	20.2	1.135	0.783
592	2620.952	31.0	1.581	0.691
593	2625.299	32.1	1.784	0.384
594	2626.108	33.6	1.746	0.419
595	2628.896	33.6	1.599	0.313
596	2638.441	14.2	2.646	0.281
597	2639.362	12.5	2.618	-0.146
598	2641.883	22.8	2.139	-0.215
599	2644.758	27.0	2.253	-0.024
600	2645.307	11.7	2.187	-0.008
601	2659.979	12.8	2.540	-0.638
602	2662.464	20.8	2.829	-0.658
603	2668.645	25.0	2.207	-0.206
604	2669.284	26.5	2.141	-0.391
605	2681.234	17.1	2.279	0.150
606	2682.899	10.2	2.446	-0.235
607	2683.456	20.5	2.354	-0.195
608	2690.735	22.2	2.269	0.188
609	2692.694	13.4	2.059	0.147
610	2700.960	31.3	2.440	0.045
611	2714.237	21.3	2.110	0.100
612	2720.026	21.0	2.252	0.350
613	2723.387	24.7	2.130	-0.027
614	2725.454	10.2	2.344	-0.310
615	2729.679	19.6	2.684	-0.175
616	2732.181	8.8	2.679	-0.297
617	2734.916	19.6	2.818	-0.165
618	2737.593	23.3	2.632	-0.314
619	2743.667	12.8	2.633	0.055
620	2748.894	17.4	2.485	0.259
621	2750.659	13.4	2.411	-0.034
622	2751.566	21.9	2.448	0.104
623	2754.754	26.2	2.462	-0.195
624	2756.160	25.0	2.497	-0.028
625	2758.981	27.3	2.379	-0.040
626	2761.912	17.6	2.770	-0.346
627	2769.536	27.0	2.022	0.106
628	2780.579	17.1	2.690	-0.599
629	2781.299	15.4	2.685	-0.314
630	2794.341	25.6	2.436	-0.032
631	2801.679	22.2	2.411	-0.567
632	2802.117	10.8	2.520	-0.555
633	2811.403	22.2	2.702	0.201
634	2816.761	12.2	3.092	0.151
635	2819.992	18.5	2.805	0.191
636	2825.225	14.5	3.555	0.504
637	2828.096	19.9	3.543	0.245
638	2829.458	21.0	3.522	0.369
639	2829.629	15.4	3.561	0.291
640	2833.992	19.1	3.108	0.228
641	2838.799	9.4	3.037	-0.058
642	2852.845	16.2	3.662	-0.159
643	2866.727	22.8	2.536	0.137
644	2866.962	19.9	2.503	0.129
645	2871.432	16.8	2.848	-0.100
646	2877.828	20.5	2.298	-0.301
647	2878.874	25.3	2.244	-0.154
648	2896.205	22.8	2.614	0.145
649	2898.399	16.5	2.697	0.059
650	2899.488	24.5	2.613	0.153
651	2903.049	17.1	2.940	0.589
652	2908.163	9.4	3.118	-0.350
653	2911.919	21.9	3.144	-0.092
654	2913.034	21.9	2.582	0.082
655	2916.867	12.8	2.637	0.457
656	2919.031	15.9	2.570	1.154
657	2921.123	12.8	2.942	0.458
658	2929.258	17.6	1.904	0.903
659	2939.129	18.5	3.353	0.141
660	2950.207	5.7	2.530	0.354
661	2955.547	23.9	2.684	0.455
662	2957.352	13.7	2.539	0.329
663	2959.579	19.6	2.698	0.098
664	2961.723	24.5	2.637	0.322
665	2965.922	16.8	2.938	0.497
666	2966.664	21.3	2.945	0.410
667	2967.347	18.5	2.854	0.350
668	2969.105	4.3	2.960	0.160
669	2981.278	17.9	2.536	0.081
670	2985.606	12.5	2.642	-0.040
671	2985.997	20.5	2.765	-0.196
672	2987.822	20.8	2.607	-0.471
673	2990.657	21.9	2.588	-0.084
674	2996.054	41.2	1.726	0.315
675	2998.014	22.5	2.298	0.420
676	3000.592	18.5	2.381	0.514
677	3001.314	26.7	2.650	0.780
678	3002.178	12.8	2.624	1.085
679	3008.806	21.3	2.331	-0.086
680	3019.524	9.7	3.018	-0.166
681	3020.191	21.3	3.033	0.010
682	3025.785	17.6	3.101	-0.252
683	3028.643	22.8	2.591	-0.091
684	3039.106	24.5	2.847	0.170
685	3053.450	17.6	2.219	0.243
686	3075.815	31.3	1.683	0.212
687	3082.096	30.2	2.094	-0.179
688	3098.139	18.8	2.660	-0.706
689	3099.385	24.7	2.877	-0.499
690	3101.790	11.9	2.719	-0.057
691	3104.664	16.8	2.917	-0.410
692	3105.772	16.5	2.931	-0.225
693	3106.330	22.5	2.852	-0.286
694	3107.740	16.5	2.914	-0.208
695	3124.444	16.5	2.713	0.132
696	3126.202	13.1	2.391	-0.027
697	3126.376	15.1	2.273	-0.052
698	3128.423	25.9	2.679	0.016
699	3129.777	10.8	2.805	-0.043
700	3135.579	11.4	3.497	-0.226
701	3137.158	13.9	3.571	-0.441
702	3138.736	17.9	3.526	-0.531
703	3142.871	15.9	3.668	-0.696
704	3143.337	13.4	3.508	-0.569
705	3144.306	18.2	3.461	-0.643
706	3144.420	15.6	3.477	-0.629
707	3153.602	12.8	3.573	-0.448
708	3154.358	13.9	3.550	-0.570
709	3160.020	14.2	2.753	-0.106
710	3160.902	15.9	2.530	-0.029
711	3164.599	19.6	2.753	0.310
712	3167.952	14.8	3.148	-0.236
713	3168.369	15.4	3.165	-0.366
714	3179.408	10.8	3.866	-0.408
715	3179.748	14.5	3.879	-0.259
716	3181.391	21.9	3.551	-0.455
717	3183.314	12.8	3.210	-0.518
