DXEX v3
C:\WTUSER\My Flow Projects\Project\UBA_BL_Rep2025_UW_01.lda
11:28:03
-2050.000 mm;0.000 mm;35.000 mm
vertical prof
"Row#"	"AT [ms]"	"TT [us]"	"U [m/s]"	"W [m/s]"	
352	1525.247	5.1	3.728	-0.197
353	1526.621	12.2	3.745	-0.202
354	1533.010	9.7	3.856	0.013
355	1538.698	17.1	3.532	0.098
356	1539.182	4.0	3.363	0.127
357	1546.072	17.9	3.451	0.057
358	1549.436	16.2	3.414	-0.151
359	1552.982	18.2	3.327	0.041
360	1562.725	17.1	3.635	-0.245
361	1564.049	12.5	3.689	-0.248
362	1564.715	13.4	3.687	-0.138
363	1574.858	14.8	3.588	0.023
364	1578.223	16.5	3.501	-0.227
365	1578.568	17.1	3.479	-0.225
366	1580.541	12.8	3.527	0.051
367	1585.318	15.6	3.656	0.378
368	1589.231	14.2	3.238	-0.136
369	1590.833	15.9	3.354	-0.328
370	1590.904	21.0	3.310	-0.340
371	1592.025	11.1	3.442	-0.307
372	1595.030	17.1	3.365	-0.333
373	1595.555	19.3	3.249	-0.401
374	1604.042	36.4	2.057	0.108
375	1604.097	32.7	2.031	0.064
376	1605.727	23.3	1.933	0.247
377	1608.737	29.9	1.686	0.261
378	1609.964	27.3	1.673	0.366
379	1615.431	26.2	2.251	-0.269
380	1616.361	28.4	2.239	-0.249
381	1627.078	18.8	2.554	0.130
382	1628.313	15.4	2.765	0.189
383	1628.993	9.7	2.941	0.064
384	1633.001	16.8	2.792	0.083
385	1637.438	23.0	2.559	0.434
386	1640.128	21.9	2.762	0.459
387	1647.125	18.5	2.617	0.728
388	1648.069	22.8	2.675	0.233
389	1648.314	22.5	2.601	0.242
390	1649.517	18.2	2.653	0.232
391	1651.440	20.2	2.664	0.287
392	1656.189	16.5	2.882	0.092
393	1662.993	18.5	2.563	0.032
394	1663.865	15.9	2.596	0.045
395	1668.207	21.6	2.386	0.181
396	1674.836	25.6	1.355	0.521
397	1684.918	37.8	1.471	0.120
398	1687.565	31.9	1.659	0.366
399	1690.216	28.4	2.070	0.490
400	1695.178	24.5	2.647	-0.105
401	1700.785	15.9	1.965	0.401
402	1710.208	18.2	2.387	0.126
403	1713.858	14.5	2.205	0.013
404	1714.409	16.2	2.197	0.019
405	1720.869	29.9	1.637	-0.124
406	1735.196	4.0	1.522	0.537
407	1742.026	23.3	2.124	0.348
408	1743.934	31.3	2.185	-0.016
409	1745.127	19.9	2.319	0.110
410	1747.240	14.2	3.128	-0.553
411	1758.693	14.2	2.481	0.064
412	1760.760	23.0	2.515	-0.201
413	1775.669	35.0	2.046	0.382
414	1778.921	29.6	2.427	-0.280
415	1779.969	20.2	2.141	-0.155
416	1783.627	25.6	2.309	0.180
417	1787.843	23.9	2.078	0.147
418	1788.587	22.5	2.337	-0.222
419	1794.209	25.0	2.110	0.187
420	1795.817	24.2	2.166	0.000
421	1795.870	17.1	2.177	0.089
422	1796.714	28.2	2.093	0.250
423	1798.362	19.6	2.147	0.759
424	1799.249	15.1	2.160	0.598
425	1805.709	18.8	3.109	-0.403
426	1810.434	20.2	3.074	-0.283
427	1811.858	18.8	2.979	-0.174
428	1813.324	23.6	3.011	0.124
429	1814.083	19.6	3.039	0.180
430	1814.404	16.2	3.080	0.157
431	1838.137	23.9	2.521	-0.299
432	1842.379	17.4	2.896	0.565
433	1848.497	13.4	3.701	0.000
434	1854.814	16.5	3.899	-0.374
435	1857.337	12.5	3.845	-0.429
436	1859.257	13.4	3.807	-0.555
437	1860.414	10.8	3.853	-0.628
438	1863.353	11.9	3.729	0.218
439	1863.547	15.1	3.759	0.098
440	1871.362	10.0	3.452	-0.386
441	1879.888	15.4	3.005	-0.486
442	1880.949	18.8	3.119	-0.421
443	1882.730	17.4	3.135	-0.506
444	1894.297	25.6	3.031	0.377
445	1896.622	9.1	3.239	-0.085
446	1898.820	14.8	3.296	0.469
447	1904.728	12.2	3.322	-0.059
448	1906.950	17.4	3.027	-0.251
449	1911.522	22.8	2.573	-0.021
450	1914.098	11.4	2.569	0.046
451	1918.515	8.0	2.645	-0.075
452	1918.619	16.2	2.586	-0.131
453	1918.991	15.1	2.573	-0.194
454	1920.175	19.9	2.685	-0.177
455	1923.776	15.1	2.274	0.304
456	1925.518	17.6	2.635	0.273
457	1933.124	16.5	3.014	0.897
458	1935.269	16.2	2.714	0.243
459	1935.621	10.5	2.734	0.362
460	1943.119	20.2	2.766	0.083
461	1956.018	13.4	3.561	-0.479
462	1961.844	13.9	3.911	-0.313
463	1964.500	14.8	3.770	0.278
464	1965.460	17.1	3.168	0.267
465	1966.202	11.4	3.046	-0.024
466	1968.084	21.9	2.917	0.127
467	1980.016	20.5	2.704	0.287
468	1992.093	16.5	3.597	-0.924
469	1993.299	13.9	3.722	-1.104
470	1996.090	16.8	2.514	0.512
471	1998.443	13.4	2.915	0.395
472	1998.709	17.4	2.888	0.305
473	2011.412	14.2	3.923	-0.680
474	2015.575	14.8	3.744	-0.405
475	2020.800	13.7	3.561	-0.126
476	2024.922	10.0	3.457	0.260
477	2025.171	10.8	3.446	0.031
478	2029.563	19.3	2.898	0.085
479	2045.382	8.5	3.057	-0.173
480	2046.319	18.5	3.191	-0.336
481	2051.738	10.2	3.779	-0.536
482	2052.839	13.7	3.889	-0.507
483	2053.854	10.5	3.860	-0.553
484	2054.967	13.9	4.169	0.495
485	2055.467	7.1	3.871	0.392
486	2055.916	16.8	3.647	0.332
487	2058.712	14.2	3.610	0.145
488	2064.346	14.8	3.511	-0.183
489	2069.491	17.6	3.266	-0.370
490	2071.205	10.0	3.365	-0.012
491	2073.456	11.7	3.335	-0.219
492	2075.600	9.1	3.425	-0.259
493	2085.959	8.8	3.146	-0.473
494	2091.376	24.7	3.240	-0.521
495	2094.821	18.2	2.732	0.640
496	2101.538	16.8	2.916	-0.154
497	2105.901	12.8	2.606	-0.214
498	2111.553	18.2	2.786	-0.137
499	2115.285	24.2	2.678	0.070
500	2121.963	20.8	2.729	0.146
501	2123.718	13.1	2.940	0.072
502	2127.939	20.8	2.813	0.056
503	2130.506	14.8	2.570	0.222
504	2133.694	16.2	2.704	0.360
505	2143.834	14.8	3.054	-0.271
506	2146.147	23.9	3.034	-0.474
507	2150.812	12.5	3.213	-0.513
508	2151.541	21.0	3.241	-0.502
509	2156.244	14.8	3.191	0.297
510	2158.201	8.5	3.146	0.045
511	2160.190	6.8	3.554	0.069
512	2163.487	10.8	3.570	0.018
513	2170.121	21.6	3.378	-0.269
514	2176.253	16.8	3.360	-0.002
515	2183.760	15.6	2.723	0.351
516	2189.801	22.2	2.601	0.655
517	2196.236	18.5	2.974	-0.153
518	2199.440	15.1	2.950	0.102
519	2204.612	13.4	2.504	1.270
520	2210.289	21.3	2.487	0.683
521	2218.602	18.2	2.862	0.333
522	2222.668	7.7	3.115	-0.211
523	2222.988	22.2	2.951	-0.397
524	2225.225	8.5	2.853	0.685
525	2226.981	13.4	2.449	0.428
526	2229.918	26.5	2.369	-0.131
527	2231.715	26.2	2.341	0.354
528	2232.967	4.0	2.648	0.370
529	2245.539	29.3	2.031	0.033
530	2247.880	24.2	1.619	0.043
531	2248.647	27.9	1.730	0.172
532	2257.285	32.1	2.497	-0.507
533	2257.469	18.2	2.559	-0.239
534	2258.102	21.3	2.803	0.040
535	2258.696	12.5	2.477	-0.236
536	2260.115	23.9	2.433	-0.451
537	2262.408	6.0	3.523	-0.141
538	2264.221	15.9	2.630	0.100
539	2265.197	8.2	2.381	0.423
540	2273.432	13.1	2.503	0.013
541	2274.892	21.0	2.733	0.268
542	2282.843	17.6	2.914	-0.104
543	2285.514	12.8	3.132	-0.305
544	2291.453	10.8	2.935	-0.449
545	2298.347	16.2	2.695	-0.275
546	2302.388	24.2	2.522	-0.220
547	2304.401	19.3	2.499	-0.107
548	2310.655	17.6	3.001	-0.184
549	2311.089	14.8	3.052	-0.127
550	2316.126	13.9	2.835	0.496
551	2317.072	23.9	2.677	0.798
552	2321.313	27.3	2.670	0.769
553	2324.931	18.8	2.737	-0.091
554	2327.832	23.3	2.182	0.416
555	2327.980	17.1	2.177	0.450
556	2329.359	17.6	2.218	0.279
557	2338.936	23.0	1.835	0.205
558	2343.209	24.2	1.878	0.266
559	2344.270	14.8	1.624	0.173
560	2359.107	10.2	3.215	-0.372
561	2359.298	19.3	3.173	-0.343
562	2365.839	18.8	3.009	-0.309
563	2369.826	21.3	3.056	-0.414
564	2382.862	17.1	3.117	-0.177
565	2383.649	13.4	3.327	-0.380
566	2390.219	19.1	2.681	-0.237
567	2392.398	12.8	2.799	-0.302
568	2400.907	21.9	2.631	0.164
569	2403.913	8.5	2.754	-0.039
570	2404.007	23.3	2.834	-0.012
571	2406.064	17.9	2.827	-0.077
572	2407.580	11.7	2.914	-0.080
573	2409.121	16.8	2.642	-0.111
574	2417.176	19.6	2.529	0.051
575	2417.593	29.6	2.453	-0.077
576	2418.888	17.4	2.399	-0.247
577	2419.201	27.9	2.414	-0.217
578	2421.439	24.2	2.466	0.135
579	2421.557	23.6	2.491	0.140
580	2436.593	22.8	2.558	-0.055
581	2440.042	21.0	2.653	-0.069
582	2446.811	26.2	2.163	-0.031
583	2448.443	20.2	1.989	0.234
584	2450.011	27.0	2.114	0.113
585	2455.463	19.1	2.265	-0.090
586	2464.505	25.0	2.873	-0.133
587	2465.097	7.4	3.082	-0.181
588	2467.758	19.6	3.075	-0.359
589	2468.437	15.1	3.066	-0.216
590	2474.688	14.8	3.123	-0.732
591	2475.313	12.5	3.121	-0.678
592	2477.175	19.1	3.006	-0.081
593	2481.279	18.5	2.976	-0.854
594	2482.347	24.7	2.955	-0.326
595	2483.197	16.2	2.777	0.086
596	2484.661	22.5	2.558	0.143
597	2489.284	21.9	2.422	-0.307
598	2506.320	30.4	1.971	-0.262
599	2508.476	22.8	2.520	-0.275
600	2512.089	21.0	2.893	-0.131
601	2520.090	19.3	2.770	-0.102
602	2521.605	19.3	2.756	-0.081
603	2522.584	24.2	2.671	-0.072
604	2535.375	16.8	2.903	-0.286
605	2540.052	21.9	2.971	-0.271
606	2546.327	15.4	2.564	-0.548
607	2554.068	17.6	2.869	-0.370
608	2556.546	24.5	2.314	-0.106
609	2557.981	14.2	2.204	-0.138
610	2562.036	17.1	2.647	-0.464
611	2577.479	21.9	2.453	-0.119
612	2581.741	5.4	2.472	-0.219
613	2594.148	19.1	2.513	-0.306
614	2595.597	15.9	2.537	-0.159
615	2608.157	22.2	2.337	-0.430
616	2608.746	13.4	2.650	-0.631
617	2609.702	13.7	2.765	-0.522
618	2611.617	10.5	2.622	-0.947
619	2624.149	23.9	2.388	-0.164
620	2631.234	18.8	2.213	-0.195
621	2632.127	28.7	2.164	-0.170
622	2632.820	19.9	2.204	-0.008
623	2636.410	21.9	2.485	0.015
624	2640.798	16.8	2.776	0.164
625	2641.809	20.2	2.948	0.528
626	2642.345	15.4	2.894	0.299
627	2650.798	21.3	2.609	0.605
628	2652.157	11.4	2.641	0.851
629	2652.912	13.7	2.713	0.762
630	2653.276	18.8	2.671	0.428
631	2658.355	15.9	2.384	-0.372
632	2662.739	6.0	2.648	-0.046
633	2663.295	8.2	2.765	-0.165
634	2668.339	20.2	2.128	0.133
635	2669.608	17.1	2.456	0.110
636	2678.936	17.6	2.434	0.055
637	2683.475	19.6	1.986	0.277
638	2685.171	29.3	1.943	0.020
639	2687.225	9.1	2.571	0.069
640	2710.112	27.6	2.071	-0.236
641	2711.946	20.2	2.208	-0.284
642	2712.276	24.5	2.227	-0.416
643	2725.083	16.8	2.387	-0.299
644	2726.080	26.5	2.172	-0.067
645	2730.384	21.0	2.322	0.040
646	2742.040	29.0	2.107	-0.413
647	2743.405	29.9	2.327	-0.284
648	2751.609	15.9	2.101	-0.129
649	2756.831	23.3	1.930	0.003
650	2758.227	30.2	1.738	-0.199
651	2763.616	22.8	2.370	-0.210
652	2769.455	25.6	2.065	-0.439
653	2774.222	27.3	2.054	0.063
654	2784.590	21.0	2.243	0.003
655	2794.136	21.9	2.074	-0.337
656	2798.275	23.6	2.192	-0.041
657	2810.674	27.9	1.625	0.170
658	2811.575	19.1	2.060	0.614
659	2817.817	23.9	2.238	0.197
660	2821.420	16.5	2.436	-0.053
661	2824.230	17.4	2.368	-0.072
662	2829.284	21.0	2.320	-0.072
663	2834.057	24.7	2.151	-0.261
664	2836.977	23.0	2.585	0.028
665	2837.521	14.8	2.563	0.017
666	2838.284	19.6	2.565	-0.057
667	2841.315	7.1	2.248	-0.404
668	2847.703	26.5	2.206	-0.218
669	2849.979	19.9	2.341	-0.250
670	2858.591	18.5	2.318	-0.097
671	2863.897	10.5	2.189	-0.062
672	2876.173	17.4	2.465	-0.215
673	2876.692	27.0	2.546	-0.339
674	2882.699	19.3	2.156	0.291
675	2893.494	36.1	1.928	0.179
676	2893.855	29.3	1.948	0.166
677	2894.091	21.6	1.958	0.149
678	2894.849	33.0	1.905	-0.028
679	2910.286	19.3	2.144	0.412
680	2913.554	9.4	2.332	0.152
681	2916.039	20.5	2.138	0.341
682	2927.242	21.9	2.243	-0.041
683	2929.550	26.2	2.097	-0.036
684	2930.031	19.3	2.021	0.022
685	2943.659	11.9	2.047	0.163
686	2949.021	34.4	1.808	0.324
687	2954.938	22.8	1.863	0.515
688	2958.573	23.0	2.203	-0.223
689	2959.373	25.3	2.140	-0.419
690	2959.624	20.5	2.067	-0.440
691	2960.235	19.6	2.000	-0.430
692	2961.490	26.7	1.916	0.005
693	2963.919	25.9	1.564	0.077
694	2967.565	21.9	1.702	0.173
695	2970.603	24.2	2.242	-0.088
696	2974.627	23.3	2.441	-0.137
697	2977.740	16.5	2.446	0.457
698	2977.868	21.3	2.431	0.481
699	2978.346	21.9	2.492	0.648
700	2979.884	24.2	2.447	0.672
701	2980.361	22.5	2.378	0.544
702	2983.780	24.7	2.208	0.308
703	2990.277	19.6	1.806	0.365
704	2993.916	31.0	1.833	1.041
705	2998.533	12.2	2.423	-0.136
706	3008.052	27.0	1.587	0.643
707	3011.440	13.7	2.400	0.320
708	3014.621	18.8	1.959	0.214
709	3017.679	19.3	2.332	-0.363
710	3030.812	31.6	1.982	0.409
711	3032.589	13.1	1.649	0.110
712	3033.672	29.9	1.575	0.057
713	3036.886	38.1	1.854	0.107
714	3049.207	34.4	1.527	0.241
