DXEX v3
C:\WTUSER\My Flow Projects\Project\UBA_BL_Rep2025_UW_01.lda
11:58:48
-2050.000 mm;0.000 mm;120.000 mm
vertical prof
"Row#"	"AT [ms]"	"TT [us]"	"U [m/s]"	"W [m/s]"	
57	99.147	18.8	3.036	0.003
58	99.440	18.5	2.932	0.043
59	104.008	12.2	3.703	0.029
60	105.753	14.5	3.230	0.813
61	106.977	13.1	2.947	0.200
62	107.357	9.7	2.748	0.072
63	107.577	26.5	2.653	-0.057
64	110.257	17.4	3.139	0.063
65	110.932	25.6	3.112	0.155
66	112.211	13.1	3.133	0.139
67	113.807	12.5	3.287	0.139
68	115.093	20.8	3.540	0.143
69	116.517	11.7	3.290	0.156
70	118.532	15.4	3.193	0.127
71	122.484	12.2	3.317	-0.239
72	123.318	21.0	3.342	-0.325
73	125.593	19.3	3.573	-0.139
74	130.073	17.1	3.363	-0.444
75	130.370	21.0	3.156	-0.451
76	131.569	7.4	3.035	-0.567
77	131.867	12.2	3.067	-0.405
78	133.067	11.7	3.202	-0.290
79	133.217	15.6	3.204	-0.376
80	135.067	14.2	3.312	-0.185
81	136.224	14.8	3.062	-0.163
82	137.526	20.8	2.875	0.099
83	140.656	11.4	2.821	0.429
84	145.461	13.7	2.921	0.452
85	149.570	17.6	3.105	0.491
86	150.207	19.6	3.092	0.767
87	151.423	17.4	3.250	0.311
88	152.891	13.7	3.239	0.201
89	164.406	13.4	3.604	0.140
90	166.057	13.4	3.421	-0.140
91	166.540	16.5	3.356	-0.140
92	167.968	16.5	3.302	0.045
93	171.839	15.6	3.409	-0.059
94	175.027	13.9	3.686	-0.103
95	175.304	19.9	3.581	-0.119
96	175.380	7.1	3.671	-0.078
97	176.598	13.4	3.620	-0.325
98	184.608	17.4	3.514	-0.080
99	186.767	15.6	3.477	0.067
100	187.363	17.1	3.557	0.016
101	188.494	11.1	3.811	-0.132
102	189.237	14.5	3.845	-0.141
103	189.891	12.2	3.904	-0.066
104	190.141	14.8	4.003	-0.138
105	190.554	13.9	3.956	-0.098
106	192.112	18.2	3.919	-0.196
107	192.356	16.5	3.917	-0.373
108	192.884	8.8	3.887	-0.319
109	194.052	14.8	3.891	-0.020
110	198.534	12.2	3.873	-0.150
111	207.151	17.1	3.747	-0.360
112	208.361	17.6	3.718	-0.485
113	215.856	11.4	3.649	-0.157
114	217.634	17.6	3.880	0.209
115	218.449	8.0	3.899	0.028
116	220.521	12.2	4.121	0.019
117	222.193	10.2	3.946	-0.257
118	222.759	10.2	3.943	-0.088
119	224.842	12.8	3.950	-0.155
120	228.453	9.4	3.899	-0.003
121	231.642	10.0	4.087	-0.180
122	232.241	9.4	4.078	-0.177
123	237.233	15.4	4.003	-0.292
124	239.142	10.5	3.859	-0.298
125	242.636	8.0	3.909	-0.306
126	242.847	9.7	3.841	-0.347
127	245.347	12.5	3.915	-0.305
128	254.001	10.0	3.987	-0.373
129	254.616	11.1	3.936	-0.325
130	258.859	9.1	3.903	-0.368
131	260.670	12.5	3.900	-0.368
132	262.937	15.9	3.768	-0.385
133	266.948	14.2	3.654	-0.231
134	267.063	14.8	3.630	-0.102
135	269.561	25.3	3.583	-0.194
136	274.290	8.2	3.614	-0.608
137	280.428	16.2	3.313	-0.063
138	280.587	6.3	3.395	-0.042
139	282.299	15.6	3.501	0.001
140	284.967	8.5	3.525	-0.216
141	285.453	9.4	3.695	-0.169
142	292.514	16.2	3.664	-0.382
143	299.375	12.2	3.873	-0.020
144	305.722	23.6	3.416	0.570
145	309.453	17.6	3.677	-0.090
146	310.952	14.5	3.581	-0.095
147	313.573	10.5	3.543	-0.260
148	318.852	15.4	3.699	-0.663
149	320.676	15.1	3.788	0.114
150	321.288	15.4	3.825	0.261
151	322.345	10.5	3.872	-0.047
152	329.095	13.7	3.510	-0.366
153	330.717	10.5	3.389	-0.253
154	331.103	15.1	3.349	-0.287
155	333.125	11.1	3.306	-0.140
156	336.692	13.7	3.367	-0.239
157	339.396	23.6	3.214	-0.223
158	347.005	10.8	3.765	-0.010
159	347.106	11.4	3.808	-0.022
160	347.916	4.0	3.794	-0.092
161	348.454	13.9	3.941	-0.238
162	348.626	16.2	3.867	-0.262
163	349.744	14.2	3.858	-0.130
164	353.805	18.2	3.891	-0.206
165	354.888	10.2	3.860	-0.141
166	358.499	10.0	3.565	-0.114
167	358.519	14.8	3.672	-0.216
168	359.131	18.2	3.587	-0.165
169	361.818	16.8	3.534	-0.283
170	362.761	8.5	3.535	-0.411
171	366.930	9.7	4.031	-0.089
172	369.528	8.5	3.856	-0.193
173	369.676	15.1	3.933	-0.100
174	369.817	6.5	3.930	-0.095
175	370.673	15.9	3.988	-0.054
176	371.609	10.8	4.047	-0.137
177	373.025	11.7	4.014	-0.207
178	374.321	10.8	4.049	-0.110
179	375.079	17.9	3.956	-0.117
180	380.891	11.9	3.729	0.135
181	381.469	15.6	3.852	0.114
182	382.115	13.1	3.891	0.102
183	386.977	18.5	3.888	-0.036
184	392.753	13.7	3.754	0.107
185	392.773	16.8	3.765	-0.051
186	394.620	11.7	3.696	-0.088
187	394.657	15.1	3.725	0.067
188	399.645	10.0	3.577	-0.218
189	405.389	8.8	3.766	-0.003
190	408.498	16.8	3.417	0.334
191	410.030	10.8	3.526	-0.257
192	414.242	5.7	3.624	0.108
193	417.224	15.1	3.556	-0.245
194	418.020	8.5	3.581	-0.142
195	418.419	15.9	3.606	-0.275
196	419.004	4.6	3.654	-0.222
197	422.424	11.7	3.429	-0.272
198	422.787	10.8	3.378	-0.246
199	427.521	21.6	3.077	0.196
200	428.352	18.2	2.967	0.269
201	429.474	14.5	3.113	0.411
202	430.550	15.4	3.261	0.337
203	431.410	14.2	3.413	0.015
204	434.778	11.9	3.701	0.070
205	440.972	12.8	3.520	0.149
206	444.304	13.9	3.283	-0.132
207	446.675	14.5	3.374	0.117
208	446.755	22.8	3.365	0.082
209	448.076	18.8	3.326	0.178
210	452.790	13.4	3.507	0.268
211	457.845	13.4	3.589	-0.019
212	459.136	7.7	3.457	-0.309
213	460.368	16.8	3.336	-0.374
214	463.855	17.6	3.317	0.088
215	464.330	18.2	3.210	0.049
216	467.018	10.0	3.321	0.176
217	469.571	16.5	3.125	0.238
218	471.254	17.6	3.201	0.264
219	471.595	19.3	3.169	0.015
220	471.669	14.5	3.153	-0.022
221	472.317	14.5	3.039	-0.275
222	474.871	18.8	2.823	-0.266
223	476.085	18.8	3.020	-0.232
224	476.183	17.4	3.027	-0.211
225	478.637	9.4	3.436	-0.043
226	478.722	15.9	3.450	-0.043
227	479.557	15.6	3.420	-0.145
228	482.476	9.4	3.526	0.427
229	483.036	10.5	3.561	0.337
230	484.940	11.4	3.857	-0.025
231	490.318	11.9	3.839	-0.078
232	491.397	20.8	3.749	0.067
233	493.102	11.9	3.753	-0.129
234	493.429	16.5	3.739	-0.130
235	493.581	13.4	3.688	-0.061
236	503.669	15.4	3.834	-0.028
237	505.316	7.7	3.873	0.103
238	506.572	18.8	3.873	-0.105
239	508.459	11.9	3.830	-0.048
240	516.002	10.0	3.807	-0.223
241	517.084	7.7	3.563	-0.253
242	521.376	12.5	3.427	-0.696
243	523.517	23.0	3.474	-0.328
244	525.486	14.5	3.581	-0.263
245	529.684	11.4	3.679	-0.576
246	530.862	16.5	3.357	-0.578
247	532.206	15.4	3.401	-0.735
248	536.801	13.4	3.141	-0.449
249	540.556	11.1	3.366	-0.426
250	541.709	19.3	3.384	-0.154
251	541.928	15.6	3.396	-0.133
252	543.078	12.5	3.488	-0.155
253	545.977	23.3	3.347	-0.318
254	548.765	19.6	3.422	-0.208
255	550.065	32.7	3.540	-0.157
256	554.173	19.3	3.468	-0.215
257	554.795	12.2	3.446	-0.189
258	558.936	9.7	3.348	-0.253
259	560.347	22.8	3.588	-0.419
260	565.960	10.0	3.523	0.029
261	568.431	17.1	3.343	-0.016
262	569.877	10.5	3.626	0.003
263	570.455	20.5	3.610	0.015
264	571.748	18.8	3.706	0.056
265	573.219	21.9	3.561	0.297
266	573.886	14.8	3.581	0.113
267	574.812	13.4	3.688	-0.105
268	577.465	9.7	3.597	-0.350
269	577.910	15.6	3.619	-0.283
270	578.923	16.5	3.435	0.089
271	580.333	15.9	3.520	0.098
272	582.671	11.7	3.665	-0.031
273	586.146	10.2	3.795	-0.248
274	592.843	7.1	3.470	-0.125
275	602.075	12.2	3.334	-0.041
276	603.887	8.5	3.201	0.195
277	605.060	14.2	3.247	0.339
278	608.925	14.8	3.140	0.195
279	609.843	11.9	3.093	0.069
280	610.199	17.6	3.052	0.116
281	610.595	11.9	2.981	0.118
282	612.508	9.1	3.247	0.006
283	612.529	9.4	3.230	-0.079
284	613.725	18.2	3.242	-0.026
285	617.609	15.4	3.434	-0.096
286	620.038	18.5	3.349	-0.343
287	620.356	9.4	3.316	-0.279
288	621.045	11.7	3.310	-0.286
289	626.025	7.7	3.093	0.104
290	637.350	14.8	3.395	0.311
291	641.174	17.9	3.238	0.214
292	641.991	17.1	3.283	0.383
293	644.075	17.1	3.225	-0.704
294	645.026	15.4	3.347	-0.224
295	645.083	14.2	3.306	-0.247
296	646.597	10.8	3.212	-0.077
297	647.589	17.1	3.182	0.254
298	649.841	19.9	3.247	0.174
299	652.310	10.2	3.218	0.008
300	652.884	16.5	3.454	-0.057
301	653.432	14.2	3.435	-0.121
302	658.250	17.6	3.385	0.295
303	664.770	14.8	3.403	0.056
304	667.866	13.1	3.441	0.107
305	670.262	22.8	3.557	0.520
306	675.815	19.6	3.096	0.245
307	676.671	14.5	3.049	0.173
308	676.983	17.4	3.099	0.109
309	680.400	10.8	2.907	-0.185
310	684.632	19.9	2.988	0.231
311	685.675	8.5	3.027	0.330
312	686.626	22.8	2.880	0.270
313	688.920	14.2	3.055	0.435
314	690.148	14.8	3.250	0.332
315	690.503	11.9	3.287	0.383
316	690.792	18.2	3.299	0.380
317	691.998	21.3	3.347	0.319
318	694.953	17.6	3.149	0.327
319	700.197	23.6	2.859	0.333
320	701.316	23.6	2.886	0.347
321	704.268	13.1	2.952	0.102
322	705.337	4.0	2.738	0.210
323	705.500	11.7	2.913	0.284
324	707.068	14.5	2.733	0.213
325	708.583	19.1	3.029	0.255
326	709.596	17.6	3.153	0.236
327	710.352	9.1	3.280	0.072
328	712.819	23.3	2.625	0.118
329	714.086	13.9	2.742	0.024
330	715.654	13.7	2.865	0.044
331	722.326	22.5	2.575	0.157
332	728.127	10.8	2.679	0.081
333	729.426	19.6	2.612	-0.039
334	731.078	20.8	2.441	0.229
335	731.971	18.5	2.592	0.251
336	733.672	18.2	2.779	-0.086
337	736.206	13.9	2.772	-0.126
338	743.215	17.9	2.955	0.132
339	743.290	11.1	2.961	-0.005
340	746.237	16.5	3.244	0.332
341	746.289	11.1	3.229	0.265
342	747.117	7.4	3.435	0.463
343	749.404	13.9	3.273	0.308
344	751.221	12.8	3.042	0.360
345	751.561	13.7	3.022	0.266
346	751.996	14.8	3.095	0.224
347	752.437	13.4	3.079	0.221
348	754.152	14.2	3.202	-0.055
349	760.672	23.3	3.516	0.047
350	762.219	17.6	3.475	-0.073
351	764.159	13.4	3.370	-0.534
352	770.408	15.1	3.577	-0.484
353	771.813	18.5	3.640	-0.581
354	771.910	12.8	3.706	-0.484
355	773.823	14.2	3.467	-0.382
356	775.388	15.4	3.416	-0.035
357	779.746	11.4	3.198	0.223
358	783.877	17.1	3.204	-0.295
359	788.686	15.1	3.116	-0.101
360	790.589	21.3	3.033	-0.252
361	791.529	25.3	2.957	-0.067
362	792.501	8.5	2.865	0.048
363	792.765	19.6	2.902	0.054
364	793.130	22.8	2.940	0.038
365	795.346	17.9	2.895	-0.100
366	796.440	18.2	2.806	-0.103
367	797.759	25.0	2.959	0.001
368	800.510	23.3	3.100	0.403
369	802.324	15.6	3.107	0.182
370	802.688	19.9	2.940	0.077
371	808.770	12.2	3.000	0.071
372	811.008	18.5	3.204	-0.066
373	812.093	12.8	3.112	0.238
374	815.238	15.4	2.824	0.342
375	816.869	13.4	2.859	-0.384
376	822.708	12.5	2.955	0.323
377	822.921	17.6	2.995	0.416
378	826.060	25.6	3.085	0.714
379	828.881	19.1	3.413	0.597
380	835.188	14.8	3.637	0.546
381	836.486	11.9	3.705	0.696
382	838.833	6.5	3.419	0.545
383	838.941	9.4	3.593	0.671
384	842.652	14.2	3.273	0.722
385	844.772	17.1	3.166	0.568
386	847.123	17.1	3.014	0.360
387	849.312	17.9	3.106	0.337
388	852.949	17.4	3.067	0.056
389	854.540	17.1	3.146	0.047
390	859.731	16.5	2.943	0.050
391	860.488	20.2	2.987	0.025
392	860.884	17.4	2.932	-0.012
393	862.526	13.4	3.183	-0.014
394	862.875	6.3	3.168	-0.049
395	862.927	19.1	3.233	-0.083
396	871.748	13.1	3.354	-0.403
397	874.212	13.9	3.455	-0.712
398	879.132	16.2	3.506	-0.271
399	880.442	10.8	3.521	-0.051
400	881.284	14.5	3.392	-0.230
401	884.064	16.2	3.385	-0.105
402	886.884	18.8	4.097	0.261
403	887.062	10.2	4.128	0.253
404	887.544	10.8	4.046	0.234
405	893.337	13.7	3.906	0.119
406	899.019	15.6	3.883	0.107
407	899.163	6.8	3.932	0.075
408	904.594	16.8	3.630	-0.149
409	905.523	10.2	3.623	-0.157
410	905.786	14.2	3.667	-0.152
411	908.574	11.7	3.778	-0.036
412	910.394	11.9	3.945	-0.044
413	912.250	19.3	3.956	-0.297
414	919.207	7.4	3.881	-0.182
415	919.290	8.8	3.935	-0.188
416	927.943	10.2	4.205	0.101
417	928.332	8.0	4.151	-0.058
418	928.686	16.2	4.230	-0.077
419	929.488	17.1	4.110	-0.194
420	930.702	14.2	4.124	-0.079
421	932.568	10.0	4.280	-0.080
422	932.985	11.4	4.278	0.021
423	939.607	17.4	3.976	0.266
424	939.913	14.5	4.042	0.255
425	940.809	9.4	4.114	0.146
426	941.240	19.1	4.104	0.146
427	946.489	13.1	4.209	-0.067
428	956.284	7.7	4.477	-0.023
429	956.640	12.5	4.421	0.005
430	959.314	9.1	4.590	0.032
431	959.933	12.5	4.542	0.083
432	965.738	11.9	4.685	0.017
433	965.830	11.7	4.640	0.078
434	969.092	13.7	4.337	-0.121
435	969.563	13.1	4.286	0.003
436	972.111	14.5	4.081	-0.238
437	980.876	10.5	4.367	-0.023
438	983.573	10.8	4.507	0.122
439	986.936	15.6	4.257	-0.418
440	987.251	12.2	4.203	-0.442
441	993.776	10.0	4.555	-0.957
442	993.963	11.1	4.644	-0.938
443	994.141	9.1	4.543	-0.851
444	994.556	11.9	4.744	-0.776
445	997.662	16.2	4.335	-0.387
446	998.197	18.5	4.310	-0.233
447	1002.028	14.8	3.787	0.499
448	1005.398	14.2	4.395	0.344
449	1005.413	9.7	4.380	0.417
450	1011.308	11.9	3.632	0.213
451	1012.927	13.1	3.416	0.346
452	1014.807	8.8	3.746	0.032
453	1016.020	16.8	4.054	-0.070
454	1017.111	8.5	3.855	0.025
455	1018.924	19.3	4.083	-0.273
456	1024.168	7.1	4.591	-0.198
457	1027.255	11.1	4.661	-0.561
458	1028.233	10.2	4.662	-0.550
459	1029.414	8.5	4.384	-0.633
460	1032.345	19.1	4.253	-0.393
461	1035.624	10.0	4.199	-0.679
462	1039.049	14.8	4.549	-0.567
463	1039.150	16.2	4.523	-0.521
464	1039.242	15.1	4.517	-0.486
465	1039.908	7.1	4.539	-0.516
466	1041.187	11.4	4.351	-0.690
467	1043.335	7.4	4.783	-0.486
468	1046.566	8.5	4.474	-0.647
469	1051.471	7.7	4.167	-0.349
470	1051.540	8.5	4.188	-0.403
471	1052.288	11.4	4.366	-0.348
472	1053.137	13.7	4.288	-0.258
473	1055.455	18.2	4.055	-0.394
474	1056.575	9.1	4.264	-0.187
475	1057.434	12.8	4.331	-0.113
476	1058.593	9.7	4.364	0.081
477	1061.778	11.9	4.318	0.098
478	1064.790	9.4	4.444	0.177
479	1065.818	10.5	4.371	0.268
480	1077.225	14.5	4.417	-0.626
481	1083.721	10.8	4.207	-0.185
482	1085.049	12.2	4.170	-0.019
483	1096.669	14.8	3.894	-0.115
484	1102.793	8.8	4.140	-0.303
485	1106.430	12.5	4.193	-0.263
486	1106.668	12.8	4.194	-0.233
487	1107.294	13.1	4.170	-0.143
488	1110.789	9.1	4.196	0.115
489	1113.977	19.3	4.154	0.012
490	1118.338	9.4	4.392	-0.363
491	1121.045	15.6	4.237	-0.266
492	1121.718	8.2	4.217	-0.241
493	1121.913	9.4	4.150	0.110
494	1122.321	8.2	4.166	0.465
495	1126.299	13.4	4.368	-0.197
496	1131.005	18.8	4.121	-0.405
497	1131.606	15.1	4.164	-0.221
498	1137.577	8.5	3.908	-0.093
499	1141.775	9.1	4.439	-0.546
500	1143.090	12.2	4.407	-0.759
501	1143.425	7.7	4.462	-0.753
502	1144.640	8.0	4.352	-0.087
503	1148.750	10.2	4.192	-0.565
504	1149.284	11.9	4.274	-0.627
505	1149.769	10.5	4.281	-0.569
506	1151.512	10.2	4.299	-0.744
507	1152.668	7.1	4.209	-0.697
508	1154.225	12.8	4.052	-0.376
509	1159.392	7.4	4.018	-0.287
510	1159.603	15.6	4.010	-0.159
511	1170.849	12.5	4.434	-0.067
512	1171.604	14.2	4.167	0.271
513	1176.534	10.2	3.841	0.358
514	1176.617	2.8	4.103	0.258
515	1177.303	12.8	3.715	0.074
516	1179.131	9.1	4.082	0.337
517	1179.344	14.5	4.064	0.252
518	1181.007	16.5	3.879	-0.067
519	1182.415	10.0	4.357	-0.394
520	1183.780	12.2	4.156	-0.279
521	1190.497	14.2	4.156	-0.645
522	1195.647	18.8	3.742	0.368
523	1198.084	12.8	3.717	-0.023
524	1204.205	19.3	3.887	-0.334
525	1204.763	11.9	4.193	-0.256
526	1205.098	11.7	4.390	-0.202
527	1207.557	11.9	4.101	0.072
528	1213.341	17.1	3.950	-0.409
529	1219.433	13.7	3.619	-0.574
530	1219.687	22.5	3.523	-0.616
531	1220.179	17.4	3.569	-0.747
532	1225.834	13.7	3.869	-0.438
533	1233.606	12.5	3.839	-0.325
534	1240.295	16.5	3.384	-0.354
535	1242.497	15.1	3.380	-0.217
536	1243.046	9.7	3.484	-0.221
537	1245.422	14.5	3.678	-0.332
538	1246.752	15.1	3.708	-0.347
539	1246.771	11.4	3.825	-0.351
540	1249.059	12.8	3.604	-0.310
541	1249.343	13.1	3.659	-0.308
542	1257.515	16.8	3.759	-0.223
543	1265.094	13.1	3.687	-0.358
544	1268.769	12.8	3.692	-0.366
545	1273.466	16.8	3.401	-0.287
546	1277.173	14.5	3.414	-0.478
547	1279.504	12.5	3.445	-0.165
548	1279.572	16.2	3.494	-0.182
549	1286.205	16.5	3.230	-0.299
550	1287.509	16.8	2.970	-0.471
551	1290.356	18.2	3.072	-0.392
552	1290.605	19.3	3.122	-0.206
553	1291.178	18.8	3.219	-0.261
554	1298.119	11.4	3.303	-0.482
555	1305.616	15.6	3.455	-0.236
556	1310.704	17.6	3.224	-0.348
557	1315.537	9.4	3.614	-0.209
558	1322.508	13.7	3.119	0.185
559	1325.848	9.1	3.632	-0.378
560	1326.644	12.8	3.633	-0.287
561	1337.319	11.4	3.813	-0.243
562	1337.663	15.1	3.853	-0.372
563	1341.142	14.8	3.976	-0.227
564	1351.209	10.5	4.230	-0.517
565	1359.128	12.8	4.199	-0.509
566	1365.122	7.7	4.167	-0.821
567	1372.709	8.0	3.955	-0.053
568	1375.765	13.4	3.703	-0.069
569	1377.066	11.9	3.769	0.035
570	1378.726	10.0	3.696	0.522
571	1381.928	9.7	3.948	0.934
572	1384.807	14.8	3.847	0.897
573	1389.095	8.8	3.622	0.685
574	1393.306	18.2	3.616	0.770
575	1394.734	13.7	4.027	0.369
576	1397.724	5.4	4.094	0.372
577	1398.729	11.1	4.166	0.303
578	1403.674	9.1	4.513	0.158
579	1404.313	9.7	4.667	0.122
580	1405.400	10.0	4.685	-0.008
581	1405.730	7.1	4.744	-0.154
582	1415.974	15.9	4.156	-0.214
583	1421.860	14.8	4.301	-0.130
584	1423.783	10.5	4.266	-0.110
585	1430.141	17.4	4.308	-0.259
586	1431.441	13.7	4.359	-0.356
587	1437.904	12.8	4.479	-0.177
588	1438.656	17.4	4.402	-0.299
589	1444.265	14.8	4.420	0.067
590	1454.512	13.4	4.337	-0.001
591	1459.012	6.8	4.507	-0.076
592	1463.569	13.1	4.374	0.131
593	1465.831	12.8	4.456	-0.095
594	1468.297	8.5	4.752	-0.174
595	1471.812	4.3	4.690	-0.271
596	1474.718	9.7	4.546	-0.621
597	1486.302	12.8	4.244	-0.119
598	1487.430	8.2	4.320	-0.269
599	1487.544	14.2	4.111	-0.190
600	1495.429	11.1	4.248	-0.634
601	1495.594	12.5	4.206	-0.623
602	1499.946	11.1	4.385	-0.228
603	1500.728	12.2	4.366	-0.230
604	1502.594	13.9	4.409	-0.088
605	1502.829	7.1	4.417	-0.074
606	1504.611	11.9	4.291	0.021
607	1509.426	14.2	4.292	-0.174
608	1510.053	13.9	4.199	0.086
609	1513.994	10.2	4.286	0.040
610	1522.840	13.9	4.350	-0.177
611	1524.985	13.1	4.143	0.084
612	1528.490	15.9	4.315	-0.039
613	1540.770	11.7	4.648	-0.366
614	1543.508	12.8	4.615	-0.477
615	1543.548	7.1	4.648	-0.401
616	1551.671	9.7	4.680	-0.418
617	1561.872	16.2	4.556	-0.038
618	1566.033	11.4	4.657	-0.193
619	1576.054	7.7	4.802	-0.110
620	1591.894	7.4	4.631	-0.318
621	1598.563	11.1	4.612	-0.038
622	1606.351	14.5	4.290	-0.351
623	1614.136	12.5	4.779	-0.303
624	1616.212	11.9	4.722	-0.216
625	1617.173	11.4	4.670	-0.045
626	1619.102	5.4	4.520	-0.102
627	1620.201	11.7	4.613	-0.245
628	1626.913	12.5	4.531	-0.150
629	1629.791	7.7	4.216	-0.201
630	1642.209	13.7	4.358	-0.189
631	1646.944	7.1	4.553	0.215
632	1650.272	14.2	5.207	-0.344
633	1654.141	9.1	5.241	-0.161
634	1656.180	14.8	5.072	-0.467
635	1657.354	17.4	5.002	-0.454
636	1664.441	11.4	4.675	-0.404
637	1674.760	5.1	4.602	0.064
638	1677.698	8.5	5.130	0.123
639	1678.118	9.1	5.169	0.301
640	1680.925	8.8	5.001	0.454
641	1681.111	5.7	5.109	0.328
642	1685.847	14.8	4.809	0.268
643	1688.119	10.2	4.826	0.291
644	1692.714	9.1	5.103	-0.231
645	1692.986	14.2	5.000	-0.284
646	1701.369	16.8	4.565	-0.290
647	1702.448	12.2	4.465	-0.435
648	1702.844	12.8	4.535	-0.458
649	1710.642	11.9	4.672	-0.244
650	1712.599	8.5	4.433	-0.183
651	1717.945	12.5	4.509	-0.034
652	1718.284	13.9	4.535	-0.047
653	1723.442	11.1	4.364	-0.420
654	1726.288	11.4	4.319	-0.372
655	1733.829	8.8	4.693	-0.187
656	1737.444	12.2	4.618	0.110
657	1744.433	10.0	4.942	0.160
658	1744.896	14.2	5.137	0.407
659	1749.970	11.4	5.056	0.328
660	1753.227	5.7	5.198	0.474
661	1753.717	11.4	5.057	0.428
662	1758.560	7.4	4.921	-0.325
663	1762.160	11.9	4.822	-0.034
664	1763.631	10.8	4.710	-0.063
665	1765.874	4.3	4.877	-0.146
666	1767.049	11.4	4.849	-0.161
667	1773.544	11.7	4.849	-0.700
668	1773.727	13.9	4.826	-0.552
669	1774.106	9.4	4.806	-0.681
670	1774.117	8.8	4.764	-0.835
671	1774.543	9.1	4.775	-0.635
672	1779.311	10.8	4.847	-0.281
673	1780.075	10.5	4.844	-0.191
674	1780.273	4.8	4.714	-0.261
675	1781.391	9.1	4.721	-0.159
676	1784.447	13.7	4.746	-0.121
677	1791.099	13.1	4.642	-0.233
678	1797.801	7.1	4.555	-0.018
679	1798.366	12.8	4.540	-0.072
680	1801.409	12.5	4.476	-0.246
681	1802.547	11.7	4.491	-0.240
682	1803.957	9.7	4.407	-0.079
683	1814.457	12.8	4.374	-0.240
684	1815.920	15.6	4.342	-0.111
685	1820.507	8.5	4.204	-0.212
686	1820.738	11.9	4.262	-0.152
687	1821.407	11.7	4.278	-0.188
688	1825.322	10.0	4.350	-0.211
689	1826.125	7.4	4.413	-0.142
690	1826.544	11.7	4.383	-0.157
691	1827.199	9.7	4.403	-0.169
692	1832.608	12.2	4.311	-0.073
693	1833.639	13.7	4.388	-0.179
694	1834.972	10.2	4.366	-0.122
695	1837.412	13.9	4.268	-0.079
696	1838.541	16.2	4.186	-0.115
697	1847.705	11.9	4.281	-0.269
698	1849.339	14.8	4.310	-0.280
699	1850.195	7.1	4.401	-0.151
700	1855.603	18.8	4.194	-0.264
701	1856.362	11.4	4.275	-0.179
702	1856.905	10.0	4.277	-0.274
703	1870.142	10.5	4.149	-0.259
704	1878.146	9.4	4.076	-0.127
705	1880.942	8.2	4.052	-0.125
706	1883.079	13.7	4.122	-0.047
707	1884.894	11.1	3.946	-0.111
708	1886.608	12.8	4.035	0.123
709	1889.504	14.8	3.893	-0.155
710	1890.437	12.8	3.835	-0.137
711	1892.909	15.9	3.768	0.016
712	1895.075	7.1	3.717	-0.213
713	1900.710	9.1	3.921	-0.293
714	1902.597	16.5	3.958	-0.201
715	1907.898	10.2	4.079	-0.169
716	1909.175	11.1	4.045	-0.059
717	1920.590	8.0	3.983	-0.206
718	1921.986	15.4	3.973	-0.314
719	1923.513	9.7	3.923	-0.399
720	1924.877	6.8	4.037	-0.232
721	1925.404	8.5	4.031	-0.303
