DXEX v3
C:\WTUSER\My Flow Projects\Project\UBA_BL_Rep2025_UW_01.lda
11:52:39
-2050.000 mm;0.000 mm;100.000 mm
vertical prof
"Row#"	"AT [ms]"	"TT [us]"	"U [m/s]"	"W [m/s]"	
66	120.288	19.1	2.411	0.835
67	121.016	21.6	2.667	0.720
68	123.568	18.2	2.282	0.456
69	131.762	18.5	2.759	0.067
70	135.155	14.5	2.943	0.355
71	138.408	8.0	3.408	0.497
72	141.758	18.8	2.733	0.691
73	142.002	19.1	2.753	0.715
74	146.380	11.7	2.807	0.460
75	151.887	12.5	2.469	0.497
76	152.738	24.2	2.449	0.233
77	155.182	28.7	2.721	0.205
78	155.906	22.2	2.681	0.198
79	158.768	23.3	2.468	0.282
80	160.563	19.1	2.304	0.071
81	163.136	29.3	2.411	0.342
82	163.238	23.3	2.348	0.320
83	164.224	21.0	2.480	0.236
84	165.587	19.9	2.336	-0.124
85	168.055	17.9	2.515	0.278
86	175.267	22.2	2.752	-0.133
87	175.397	18.5	2.748	-0.169
88	177.917	10.2	2.700	-0.129
89	179.336	12.2	2.631	-0.013
90	179.516	33.0	2.792	-0.043
91	180.485	26.5	2.674	0.025
92	181.370	16.8	2.727	-0.082
93	182.484	13.9	2.745	-0.114
94	184.620	20.5	2.796	-0.193
95	186.207	17.4	2.746	-0.022
96	188.861	18.5	2.943	0.105
97	189.049	18.8	2.940	0.120
98	193.719	19.1	3.265	0.206
99	194.989	17.6	3.015	0.098
100	197.173	23.3	2.693	-0.057
101	198.408	30.2	2.489	-0.141
102	200.840	18.8	2.579	0.212
103	202.283	19.1	2.999	0.232
104	204.002	21.0	3.221	0.417
105	204.814	18.5	3.176	0.401
106	207.559	19.1	2.971	0.299
107	212.191	17.4	3.262	-0.064
108	213.101	12.5	3.179	-0.100
109	214.558	12.8	3.086	0.007
110	222.032	19.9	2.859	0.045
111	223.084	9.1	2.873	0.271
112	224.020	13.4	2.890	0.175
113	227.279	14.2	3.024	0.224
114	227.519	13.7	3.135	0.302
115	227.650	11.9	3.135	0.272
116	229.369	19.3	3.058	0.213
117	229.842	15.1	3.044	0.206
118	232.278	19.3	2.978	0.202
119	233.549	26.5	3.006	0.234
120	234.112	7.7	2.990	0.139
121	236.743	11.7	2.921	0.220
122	245.369	3.4	2.722	-0.043
123	246.851	21.9	2.670	-0.051
124	246.895	14.8	2.634	0.062
125	253.948	20.2	2.906	-0.110
126	258.527	14.2	3.647	0.044
127	260.134	12.2	3.842	0.029
128	260.577	11.7	3.842	0.004
129	263.310	10.0	4.067	0.174
130	267.049	11.9	4.396	0.083
131	279.172	12.2	3.972	0.113
132	279.239	3.1	4.081	0.139
133	281.385	10.8	3.827	0.170
134	281.785	10.5	3.801	0.266
135	282.489	15.4	3.867	0.251
136	284.744	11.7	3.781	0.290
137	286.948	13.4	3.875	-0.262
138	291.014	13.9	3.986	-0.142
139	292.576	10.8	3.820	-0.177
140	294.401	16.2	3.704	-0.411
141	295.021	17.1	3.680	-0.406
142	295.278	9.4	3.709	-0.365
143	300.624	12.5	3.413	-0.627
144	300.667	15.4	3.432	-0.639
145	303.331	9.7	3.417	-0.578
146	304.105	8.2	3.484	-0.488
147	307.196	14.8	3.616	-0.341
148	308.388	15.6	3.688	-0.287
149	314.134	13.4	3.497	-0.561
150	315.491	13.1	3.418	-0.744
151	320.199	11.4	3.444	-0.161
152	321.298	11.9	3.499	-0.198
153	322.237	19.6	3.438	-0.120
154	322.879	19.9	3.410	-0.251
155	326.538	14.5	3.348	-0.524
156	327.910	14.2	3.393	-0.620
157	327.981	15.9	3.425	-0.609
158	328.960	16.5	3.405	-0.549
159	329.820	9.7	3.541	-0.480
160	332.861	9.1	3.455	-0.361
161	334.448	17.1	3.485	-0.349
162	338.031	15.4	3.328	-0.443
163	340.695	19.9	3.390	-0.612
164	349.812	10.0	2.999	0.047
165	353.706	21.9	3.416	-0.076
166	354.747	17.4	3.264	0.333
167	360.933	17.9	3.243	0.293
168	364.526	17.4	3.687	-0.027
169	367.784	13.1	3.385	-0.057
170	370.896	16.8	3.596	-0.366
171	373.835	21.6	3.648	0.252
172	378.165	14.5	3.779	-0.396
173	379.548	8.2	3.685	-0.410
174	380.044	15.6	3.649	-0.421
175	380.919	8.2	3.594	-0.366
176	383.960	7.4	3.649	-0.267
177	385.114	11.1	3.522	-0.352
178	390.583	17.6	3.139	0.091
179	394.475	21.3	3.049	-0.106
180	411.116	13.4	3.308	-0.518
181	412.613	15.1	3.107	-0.370
182	412.909	12.2	3.067	-0.320
183	417.791	11.1	3.085	0.178
184	419.156	19.1	3.220	0.167
185	419.936	15.4	3.172	0.147
186	421.020	16.2	3.271	0.015
187	429.875	9.1	3.418	-0.206
188	435.220	10.0	3.413	-0.396
189	439.919	11.7	3.724	-0.755
190	443.446	12.2	4.062	-0.767
191	443.850	12.8	4.034	-0.689
192	444.503	17.4	3.879	-0.725
193	446.473	7.1	3.478	-1.084
194	446.733	11.4	3.606	-0.960
195	447.951	18.5	3.581	-0.347
196	448.559	12.5	3.624	-0.271
197	451.068	14.5	3.555	0.090
198	451.758	10.0	3.589	0.135
199	453.996	17.1	3.653	0.009
200	458.045	15.9	3.504	0.353
201	459.207	14.8	3.339	0.433
202	460.678	20.8	2.900	0.430
203	461.811	8.2	2.974	0.404
204	468.467	11.9	2.673	0.091
205	470.585	17.4	2.820	0.171
206	471.654	18.8	3.003	-0.056
207	473.129	17.4	3.136	-0.224
208	478.084	14.2	2.879	0.291
209	479.406	12.2	2.830	0.246
210	480.880	5.1	3.129	0.324
211	481.581	15.9	3.242	0.290
212	485.138	15.9	3.482	0.250
213	485.337	13.1	3.552	0.356
214	486.490	7.1	3.882	0.120
215	487.045	10.5	3.854	0.049
216	487.813	12.5	3.749	0.029
217	491.451	12.2	3.953	0.086
218	492.810	8.0	4.060	0.376
219	496.063	23.3	3.591	-0.105
220	501.821	10.8	3.823	0.047
221	506.477	13.9	3.104	-0.095
222	509.216	13.9	2.950	0.061
223	509.892	11.4	2.924	0.111
224	515.437	19.9	2.783	0.073
225	515.484	14.2	2.809	0.069
226	517.038	19.6	2.791	0.201
227	517.834	4.3	2.603	0.455
228	532.949	15.9	2.757	0.578
229	533.530	21.3	2.858	0.620
230	535.998	17.6	2.284	0.712
231	539.608	25.0	2.201	1.176
232	540.664	18.8	2.221	1.041
233	540.810	21.0	2.392	1.178
234	548.801	13.1	2.998	0.631
235	550.063	17.4	2.934	0.584
236	553.192	11.4	3.175	-0.505
237	555.227	13.7	4.019	-0.109
238	555.936	15.1	3.567	-0.313
239	556.758	25.0	3.211	-0.624
240	557.227	19.9	3.382	-0.574
241	564.566	16.5	3.240	0.248
242	565.013	10.5	3.046	0.699
243	568.762	16.2	3.356	0.635
244	570.555	15.4	3.950	-0.067
245	573.713	10.0	4.196	-0.357
246	574.041	16.8	4.141	-0.235
247	575.061	12.5	4.115	-0.057
248	575.564	10.2	4.037	-0.372
249	581.618	11.4	4.058	-0.341
250	582.841	9.1	4.117	-0.224
251	583.265	8.8	4.022	-0.146
252	588.296	13.4	4.006	-0.405
253	588.490	13.1	4.002	-0.382
254	592.186	10.2	3.932	-0.296
255	592.785	15.4	3.983	-0.339
256	594.032	15.4	3.844	-0.429
257	598.567	16.8	3.563	-0.204
258	600.736	13.1	3.307	-0.403
259	601.986	6.0	4.041	-0.446
260	603.157	10.0	4.340	-0.527
261	604.829	12.2	4.466	-0.572
262	606.027	9.4	4.173	-0.208
263	606.544	7.1	4.274	-0.341
264	609.645	8.5	3.946	0.010
265	613.568	15.1	4.252	-0.414
266	614.524	6.5	4.137	0.069
267	614.735	12.5	4.018	0.000
268	616.567	14.5	4.311	-0.163
269	618.392	13.9	4.275	-0.379
270	619.060	12.8	4.209	-0.425
271	622.062	13.4	3.979	-0.354
272	625.861	17.6	3.681	-0.475
273	625.959	13.4	3.698	-0.442
274	626.031	16.2	3.640	-0.512
275	629.022	8.8	3.491	-0.238
276	630.069	17.6	3.535	-0.091
277	630.482	11.4	3.546	-0.381
278	633.445	12.5	3.550	-0.192
279	633.700	17.1	3.539	-0.271
280	634.176	15.4	3.461	-0.238
281	637.322	13.4	4.142	0.119
282	637.353	12.2	4.141	-0.061
283	637.470	11.7	4.009	-0.039
284	639.236	17.4	4.539	-0.404
285	641.084	16.8	4.028	-0.250
286	641.767	11.9	3.937	-0.111
287	644.095	10.8	3.776	-0.695
288	644.733	14.8	3.897	-0.723
289	645.058	16.2	3.899	-0.680
290	646.945	10.0	3.655	-0.415
291	647.009	13.9	3.619	-0.307
292	652.133	21.6	3.300	0.014
293	653.875	17.9	3.274	0.083
294	663.979	15.6	3.046	0.865
295	666.732	16.5	3.024	0.952
296	667.801	14.2	3.685	1.047
297	668.413	11.1	3.831	0.530
298	670.858	17.1	3.489	0.966
299	672.993	8.0	3.727	0.764
300	675.213	15.6	3.819	-0.346
301	676.346	9.7	3.856	0.014
302	676.787	15.6	3.820	-0.108
303	677.225	12.5	3.931	-0.050
304	677.703	8.8	4.030	0.016
305	678.256	8.8	4.025	0.116
306	681.308	6.5	3.860	-0.169
307	684.280	19.3	3.683	-0.138
308	697.201	5.1	3.149	-0.036
309	705.163	15.6	3.287	-0.324
310	727.913	11.1	3.705	-0.422
311	730.374	13.1	3.753	-0.066
312	730.880	11.9	3.735	-0.212
313	736.030	12.2	3.708	-0.439
314	739.073	13.1	3.479	-0.362
315	740.155	13.9	3.319	-0.419
316	740.298	4.3	3.129	-0.632
317	744.502	16.2	3.089	-0.186
318	746.161	16.5	3.105	-0.084
319	749.773	11.9	3.240	-0.301
320	750.216	15.1	3.263	-0.338
321	755.868	13.1	2.993	-0.271
322	759.707	16.8	3.163	0.003
323	759.943	16.2	3.161	-0.030
324	760.421	15.1	3.180	0.041
325	764.078	17.6	3.021	0.184
326	765.350	13.4	2.777	0.649
327	765.378	10.2	2.729	0.614
328	774.612	20.2	2.946	0.379
329	775.736	17.1	2.924	0.550
330	781.719	19.6	2.772	0.236
331	782.639	13.1	2.726	0.139
332	783.760	18.8	2.733	0.017
333	789.054	33.0	2.663	0.337
334	794.768	19.3	2.493	0.479
335	794.941	13.9	2.473	0.359
336	798.161	30.4	2.502	0.350
337	803.055	14.2	2.799	0.418
338	803.308	17.6	2.794	0.400
339	803.854	20.8	2.735	0.336
340	805.128	14.5	2.959	0.737
341	807.667	11.4	3.021	0.392
342	811.603	15.6	3.046	0.454
343	813.206	15.4	2.965	0.187
344	815.739	10.0	3.101	0.325
345	817.335	11.9	3.160	0.448
346	818.834	11.4	3.149	0.303
347	819.319	12.2	3.152	0.370
348	821.628	18.8	3.358	0.504
349	822.057	20.8	3.426	0.631
350	822.470	15.4	3.481	0.749
351	822.905	15.1	3.403	0.834
352	823.011	17.4	3.480	0.999
353	826.508	17.4	3.462	-0.412
354	827.050	14.2	3.726	-0.357
355	827.859	11.4	3.889	-0.420
356	828.630	12.2	3.909	-0.356
357	832.074	10.2	3.572	0.277
358	832.975	12.5	3.509	0.289
359	838.319	10.5	3.652	-0.252
360	840.702	11.9	3.673	-0.311
361	841.796	8.0	3.873	-0.485
362	845.223	17.4	3.614	-0.425
363	845.959	17.6	3.580	-0.410
364	849.319	22.8	3.425	-0.553
365	852.126	21.6	3.596	-0.387
366	857.373	9.1	3.477	-0.231
367	857.752	8.8	3.493	-0.278
368	867.335	13.7	3.936	-0.393
369	879.294	11.7	4.084	-0.319
370	882.539	6.8	4.275	-0.305
371	888.023	7.7	4.439	-0.318
372	889.547	17.6	4.342	-0.181
373	891.942	9.4	4.611	-0.511
374	898.332	11.9	4.184	-0.378
375	898.453	6.3	4.133	-0.306
376	901.504	10.2	4.694	0.494
377	905.251	5.1	4.629	-0.244
378	906.359	12.8	4.445	-0.151
379	907.831	9.1	4.062	0.337
380	912.137	11.1	3.969	0.350
381	915.824	11.4	4.563	0.647
382	916.193	6.8	4.528	0.815
383	919.186	12.2	4.226	0.863
384	920.140	16.5	4.617	0.285
385	922.051	9.4	4.803	0.201
386	925.242	8.5	4.471	0.004
387	930.398	16.8	4.373	0.116
388	934.417	11.4	4.177	-0.083
389	935.210	11.1	4.241	-0.110
390	939.075	11.4	4.255	-0.148
391	943.572	13.9	3.949	-0.359
392	943.808	11.1	3.979	-0.321
393	944.474	17.1	3.927	-0.308
394	962.324	15.4	3.570	-0.213
395	969.874	9.1	3.656	0.095
396	973.766	13.1	3.744	0.230
397	977.063	13.9	3.860	0.150
398	977.447	10.5	3.749	0.113
399	977.485	14.5	3.864	0.072
400	979.690	13.7	4.048	0.019
401	982.753	13.1	4.025	-0.246
402	990.025	8.8	4.236	-0.020
403	992.427	11.7	4.110	-0.153
404	1005.683	6.0	4.014	-0.342
405	1016.280	8.2	4.055	-0.264
406	1020.611	11.9	3.923	-0.845
407	1020.737	12.2	3.942	-0.857
408	1023.961	11.9	3.858	-0.766
409	1027.592	13.7	3.942	-0.647
410	1038.262	17.1	3.638	0.224
411	1039.748	14.2	3.753	0.104
412	1042.647	10.0	3.676	-0.051
413	1043.751	12.5	3.662	0.034
414	1053.597	19.1	3.172	0.147
415	1054.226	21.3	3.245	0.126
416	1054.353	13.9	3.290	0.159
417	1055.971	13.7	3.310	0.092
418	1058.209	14.2	3.194	-0.050
419	1058.412	11.1	3.222	-0.111
420	1063.326	13.7	3.419	-0.207
421	1064.542	18.8	3.408	-0.020
422	1066.413	16.8	3.517	-0.210
423	1068.286	19.6	3.563	-0.152
424	1069.742	18.2	3.532	-0.300
425	1073.947	14.8	3.316	-0.239
426	1077.801	16.2	3.576	-0.079
427	1078.833	21.3	3.573	0.018
428	1080.186	13.7	3.655	-0.169
429	1082.436	9.1	3.390	-0.727
430	1083.844	15.4	3.612	-0.706
431	1093.964	9.7	4.223	-0.334
432	1104.632	7.7	3.933	-0.393
433	1109.290	9.1	4.640	-0.059
434	1114.153	12.8	4.690	-0.105
435	1116.052	11.9	4.551	-0.020
436	1122.495	11.9	4.493	-0.198
437	1122.667	11.4	4.416	-0.198
438	1123.391	13.4	4.368	-0.311
439	1123.874	13.4	4.384	-0.176
440	1124.725	5.7	4.426	-0.056
441	1128.936	10.5	4.044	-0.093
442	1142.960	10.5	3.523	-0.396
443	1143.385	17.1	3.401	-0.422
444	1143.426	15.1	3.425	-0.416
445	1144.321	15.4	3.633	-0.398
446	1144.538	11.1	3.714	-0.405
447	1145.220	12.5	3.900	-0.545
448	1154.961	7.1	4.133	-0.046
449	1157.978	8.8	4.519	-0.105
450	1158.485	8.8	4.411	-0.157
451	1159.162	8.2	4.389	0.039
452	1159.746	12.8	4.323	0.180
453	1163.884	14.2	3.706	-0.030
454	1168.396	15.4	3.915	-0.195
455	1169.067	14.5	3.929	-0.148
456	1170.531	17.6	3.869	-0.094
457	1171.374	16.2	3.762	-0.094
458	1171.729	6.8	3.662	-0.099
459	1173.016	7.1	3.828	-0.186
460	1174.143	12.2	3.772	-0.263
461	1177.541	9.7	4.186	-0.646
462	1178.099	8.5	4.210	-0.585
463	1182.343	14.5	3.687	-0.009
464	1185.724	10.8	3.543	-0.416
465	1187.000	14.2	3.341	-0.182
466	1190.800	8.0	3.277	0.004
467	1193.706	12.2	3.184	0.516
468	1195.600	14.2	2.970	0.295
469	1197.888	19.1	2.885	0.604
470	1198.612	13.1	2.846	0.620
471	1202.954	19.9	3.144	-0.001
472	1210.542	18.2	3.518	-0.161
473	1215.209	17.4	3.349	-0.557
474	1221.360	7.4	3.746	0.197
475	1223.719	13.7	3.538	0.569
476	1225.532	17.9	3.626	0.242
477	1229.072	10.5	3.313	0.372
478	1233.874	10.2	3.350	0.608
479	1241.927	10.5	3.326	-0.400
480	1244.809	16.5	3.076	-0.145
481	1245.724	15.6	2.934	-0.116
482	1247.859	21.3	3.043	0.057
483	1250.254	17.1	3.477	-0.343
484	1250.393	15.6	3.459	-0.324
485	1252.216	15.4	3.533	-0.187
486	1254.102	22.8	3.399	0.071
487	1257.480	20.2	2.621	0.115
488	1263.947	10.5	3.095	0.396
489	1267.631	18.2	3.508	-0.319
490	1268.138	11.4	3.441	-0.303
491	1270.290	12.5	3.372	-0.272
492	1271.701	15.9	3.655	-0.410
493	1273.374	15.4	3.767	-0.010
494	1276.513	17.4	3.702	-0.077
495	1281.839	13.4	3.525	0.017
496	1288.999	15.1	3.571	-0.155
497	1294.501	15.6	3.281	-0.324
498	1298.196	17.9	3.353	-0.264
499	1298.555	22.5	3.264	-0.187
500	1299.216	13.4	3.267	-0.015
501	1302.800	9.4	3.217	-0.338
502	1303.510	13.1	3.189	-0.363
503	1305.611	18.5	3.200	-0.313
504	1306.559	17.1	3.086	-0.291
505	1307.194	16.2	3.116	-0.337
506	1309.051	21.9	3.069	-0.372
507	1323.206	19.3	2.912	-0.352
508	1329.652	15.6	2.974	0.027
509	1329.746	8.2	2.986	0.078
510	1332.192	13.7	3.105	-0.135
511	1343.996	12.5	3.023	0.080
512	1346.947	15.6	2.779	0.181
513	1351.178	10.8	2.668	0.208
514	1351.900	18.5	2.905	0.226
515	1356.121	23.6	2.754	0.284
516	1364.688	7.1	2.852	0.020
517	1371.412	20.8	3.386	0.239
518	1372.106	16.2	3.218	0.375
519	1374.395	14.2	3.392	0.384
520	1378.622	17.1	3.372	0.044
521	1383.179	13.7	3.278	0.187
522	1402.154	11.7	3.616	0.024
523	1405.708	14.2	3.818	-0.018
524	1413.029	11.4	3.604	-0.165
525	1419.813	14.2	3.647	-0.036
526	1420.615	10.0	3.686	0.154
527	1423.886	15.9	3.623	0.050
528	1424.091	11.7	3.535	0.170
529	1426.969	14.2	3.719	0.000
530	1429.349	10.0	3.665	0.283
531	1429.388	17.4	3.657	0.206
532	1429.985	8.2	3.660	0.152
533	1431.186	10.8	3.682	-0.064
534	1431.526	16.2	3.617	-0.085
535	1434.460	9.4	3.957	-0.475
536	1438.223	8.8	3.779	-0.450
537	1438.816	18.5	3.562	-0.471
538	1439.388	16.2	3.725	-0.606
539	1441.504	10.8	3.706	-0.319
540	1445.690	13.4	3.522	-0.184
541	1447.023	18.8	3.472	-0.144
542	1453.885	16.5	3.521	-0.450
543	1455.840	16.5	3.478	-0.282
544	1462.577	13.7	3.547	-0.005
545	1466.703	11.1	3.746	-0.137
546	1468.488	11.1	3.707	-0.010
547	1470.642	11.4	3.693	-0.290
548	1476.483	17.1	3.283	-0.202
549	1479.902	15.6	3.266	0.024
550	1484.176	15.6	3.384	0.098
551	1489.119	15.9	3.280	0.167
552	1496.808	11.9	3.311	-0.106
553	1496.968	18.2	3.332	-0.180
554	1501.929	5.4	3.149	-0.049
555	1502.335	17.4	3.366	0.000
556	1502.520	17.4	3.386	-0.041
557	1506.594	11.7	3.339	-0.336
558	1507.515	15.1	3.212	-0.070
559	1518.734	14.5	3.399	-0.290
560	1519.938	15.1	3.417	-0.412
561	1530.737	10.2	3.340	-0.480
562	1539.365	23.3	3.227	-0.629
563	1540.954	11.9	3.205	-0.682
564	1545.069	13.1	3.175	-0.452
565	1546.529	10.2	3.143	-0.501
566	1548.374	11.4	3.136	-0.471
567	1549.172	19.6	3.027	-0.596
568	1553.932	12.8	2.878	-0.300
569	1555.365	16.2	3.270	-0.498
570	1561.853	14.8	3.203	-0.581
571	1578.382	16.2	3.066	-0.045
572	1579.651	27.0	2.812	0.269
573	1584.729	18.5	2.850	0.143
574	1607.869	22.5	2.831	-0.042
575	1612.298	19.1	2.876	0.082
576	1614.565	19.3	2.786	-0.021
577	1615.338	6.3	2.576	-0.085
578	1624.806	15.9	3.402	-0.116
579	1625.263	16.2	3.541	-0.034
580	1630.006	15.9	3.622	0.020
581	1632.863	18.2	3.553	-0.271
582	1647.426	17.4	3.637	0.343
583	1650.188	5.7	3.543	0.218
584	1652.307	8.0	3.448	0.392
585	1654.598	14.2	3.373	0.177
586	1667.006	15.6	3.501	-0.316
587	1667.649	21.0	3.402	-0.341
588	1674.498	9.4	3.583	-0.533
589	1675.293	13.4	3.649	-0.481
590	1675.875	12.8	3.697	-0.605
591	1675.986	17.1	3.668	-0.559
592	1676.478	18.2	3.632	-0.556
593	1677.010	11.9	3.722	-0.667
594	1682.661	7.1	3.455	0.028
595	1688.802	15.4	3.296	-0.078
596	1693.646	17.4	3.110	-0.347
597	1703.326	11.9	2.579	0.105
598	1708.905	14.2	2.672	0.143
599	1710.551	14.2	2.625	-0.014
600	1716.245	17.4	2.778	-0.536
601	1720.977	12.8	2.783	-0.053
602	1727.451	12.5	2.882	-0.041
603	1727.791	15.9	2.887	-0.105
604	1727.984	17.1	2.881	-0.177
605	1728.330	5.4	2.826	-0.104
606	1729.900	17.4	2.897	-0.184
607	1733.138	15.1	2.848	-0.207
608	1736.054	14.8	2.920	-0.114
609	1748.824	13.7	2.846	0.116
610	1750.609	19.1	3.031	0.029
611	1751.394	14.2	3.149	-0.032
612	1751.909	11.7	3.150	-0.082
613	1752.112	7.4	3.102	-0.077
614	1754.710	11.7	3.009	-0.327
615	1757.051	19.1	2.974	-0.264
616	1760.582	25.3	2.757	0.036
617	1768.563	9.7	2.778	0.129
618	1770.480	19.6	2.986	-0.021
619	1773.779	19.9	3.048	-0.007
620	1783.818	19.9	3.136	-0.227
621	1788.127	12.8	3.346	-0.015
622	1795.376	11.9	3.114	-0.070
623	1802.995	14.5	3.101	0.414
624	1808.012	20.2	2.910	0.202
625	1809.242	14.2	3.032	0.368
626	1810.465	19.3	2.965	0.189
627	1817.566	21.6	3.143	0.259
628	1820.539	12.8	3.139	0.193
629	1821.196	10.2	3.268	0.292
630	1821.690	21.0	3.293	0.313
631	1828.840	15.6	3.454	0.608
632	1828.953	15.9	3.431	0.555
633	1829.240	13.9	3.405	0.487
634	1831.883	19.6	3.133	0.204
635	1834.034	13.4	3.074	-0.117
636	1834.980	12.2	3.136	-0.094
637	1837.192	18.2	3.409	0.067
638	1838.449	20.5	3.236	0.318
639	1847.177	19.6	3.138	0.010
640	1847.866	16.5	3.134	-0.170
641	1852.147	13.7	3.034	0.060
642	1854.681	12.8	3.126	-0.092
643	1859.580	12.8	3.160	-0.465
644	1862.733	14.8	3.109	-0.189
645	1869.753	22.8	3.215	0.064
646	1873.726	15.4	3.465	-0.269
647	1882.374	15.4	3.061	0.005
648	1885.811	13.9	2.892	0.221
649	1887.838	17.4	2.991	0.248
650	1888.930	10.5	2.959	0.237
651	1896.638	7.7	3.271	0.165
652	1901.616	19.3	3.254	0.014
653	1907.536	18.5	3.316	-0.157
654	1914.892	17.4	3.277	-0.148
655	1916.783	14.2	3.192	-0.382
656	1917.109	15.6	3.280	-0.358
657	1921.352	15.4	3.431	-0.599
658	1926.120	11.9	3.735	-0.058
659	1927.325	16.5	3.575	-0.086
660	1927.767	11.1	3.577	-0.211
661	1928.908	15.1	3.517	-0.274
662	1930.427	13.7	3.648	-0.272
663	1935.021	11.4	3.624	-0.272
664	1948.906	24.5	3.074	-0.114
665	1960.341	16.5	2.813	0.114
666	1966.969	10.5	2.933	-0.007
667	1968.855	16.5	2.925	-0.003
668	1973.575	16.8	3.068	-0.594
669	1993.155	11.4	2.398	0.204
670	1993.763	20.2	2.400	0.346
671	1996.970	26.5	2.590	0.340
672	2000.967	18.5	2.766	0.047
673	2001.333	13.4	2.892	0.302
674	2007.849	13.1	2.447	0.400
675	2009.087	10.2	2.588	0.376
676	2016.012	21.0	2.570	0.162
677	2025.339	13.9	2.381	0.132
678	2034.957	18.8	2.851	0.123
679	2042.833	11.9	3.113	-0.156
680	2046.374	21.9	2.975	-0.101
681	2047.068	23.9	3.078	-0.070
682	2056.078	13.1	3.530	0.052
683	2056.945	16.8	3.300	0.092
684	2061.171	20.8	2.881	0.122
685	2067.926	19.9	2.708	0.295
686	2072.488	21.0	3.138	0.438
687	2076.448	15.6	3.203	-0.078
688	2085.384	19.9	2.871	0.026
689	2086.796	15.6	2.937	0.140
690	2087.584	18.5	2.937	0.195
691	2089.701	23.9	2.790	-0.015
692	2097.744	10.2	4.174	0.455
693	2099.662	20.8	3.738	-0.254
694	2106.633	14.8	3.270	-0.396
695	2111.062	4.8	2.978	-0.414
696	2115.476	13.7	3.156	-0.613
697	2118.774	12.8	3.468	-0.045
698	2122.665	11.4	3.478	-0.481
699	2125.642	16.5	3.783	-0.351
700	2126.662	14.8	3.767	-0.426
701	2136.982	21.3	2.550	-0.522
702	2137.862	27.6	2.670	-0.573
703	2158.336	17.6	1.897	-0.674
704	2161.966	41.5	1.640	-0.644
705	2166.449	30.2	1.810	-0.218
706	2169.742	25.0	2.267	-0.079
707	2170.141	18.8	2.362	-0.193
708	2172.163	11.7	2.759	-0.174
709	2179.333	18.2	2.319	-0.052
710	2188.723	13.7	2.451	-0.252
711	2194.924	13.7	2.533	-0.137
712	2197.806	24.2	2.493	-0.184
713	2204.748	12.2	2.543	0.006
714	2205.266	23.6	2.611	-0.127
715	2208.107	13.4	2.339	-0.163
716	2213.881	13.1	2.764	-0.226
717	2217.115	19.6	2.584	-0.035
718	2224.112	11.7	2.551	0.299
719	2225.883	18.8	2.338	0.326
720	2226.944	26.5	2.176	0.262
721	2231.098	26.7	2.417	0.123
722	2233.037	16.2	2.523	-0.072
723	2236.099	20.5	2.394	-0.369
