Filename,ConfigName,X_fs [m],Y_fs [m],Z_fs [m],Wtref_fs [m/s],Avg_c_star [-],Avg_c_star [-]_uncertainty_abs,Avg_c_star [-]_uncertainty_pct,Avg_net_concentration [ppmV],Avg_full_scale_concentration [ppmV],Percentiles 95_cstar,Percentiles 95_cstar_uncertainty_abs,Percentiles 95_cstar_uncertainty_pct,Percentiles 95_net_concentration,percentiles95_full_scale_concentration,Peak2MeanRatio_cstar,Peak2MeanRatio_cstar_uncertainty_abs,Peak2MeanRatio_cstar_uncertainty_pct,Peak2MeanRatio_net_conc,Peak2MeanRatio_full_scale_conc,Median_c_star_uncertainty_abs,Median_c_star_uncertainty_pct
_stats_UBA_GA_02_04_01_000_1_001.txt.ts#5,test,20.0,0.0,2.0,5.0,0.0014,0.0002624533141616864,15.85595687506344,41.8073,114.9057,0.0037,0.0010106251653030141,20.935816721302444,112.2488,308.5113,14.1165,3.6446642879166076,22.43130312494643,14.1165,14.1165,0.00017378304312382325,15.072633821538856
