DXEX v3
C:\WTUSER\My Flow Projects\Project\UBA_BL_Rep2025_UW_01.lda
12:35:56
-2050.000 mm;0.000 mm;350.000 mm
vertical prof
"Row#"	"AT [ms]"	"TT [us]"	"U [m/s]"	"W [m/s]"	
86	368.422	9.4	3.472	0.269
87	368.508	8.0	3.495	0.264
88	371.301	13.7	3.572	0.289
89	372.660	16.8	3.840	0.223
90	377.942	16.5	3.688	0.104
91	387.136	8.8	3.508	0.095
92	390.559	11.9	3.349	0.080
93	391.151	8.2	3.329	0.128
94	391.342	17.1	3.409	0.031
95	395.555	13.1	3.690	0.342
96	400.464	14.8	3.731	0.445
97	405.272	10.8	3.250	0.883
98	412.562	13.4	3.838	0.509
99	420.521	16.5	3.375	0.138
100	422.450	21.3	3.108	0.136
101	424.032	13.9	2.985	-0.068
102	424.863	12.8	2.816	-0.278
103	430.596	14.8	3.395	-0.148
104	432.596	13.7	3.339	-0.187
105	437.021	20.2	3.161	0.202
106	439.718	24.5	3.100	0.230
107	447.738	16.5	3.186	-0.089
108	449.916	9.1	3.448	-0.009
109	462.092	12.2	4.031	0.158
110	475.933	20.2	3.152	-0.065
111	478.333	12.5	3.282	0.091
112	479.252	20.8	3.409	-0.041
113	481.720	14.5	3.499	0.068
114	481.975	8.5	3.558	-0.081
115	484.225	12.2	3.801	-0.230
116	484.452	11.9	3.879	-0.107
117	484.720	13.7	3.859	-0.248
118	486.434	11.4	3.773	-0.340
119	490.997	12.2	3.597	-0.114
120	493.190	12.5	3.226	-0.243
121	496.338	11.1	3.152	-0.174
122	497.678	12.2	3.096	-0.120
123	502.636	13.4	3.077	0.145
124	506.105	12.8	3.631	-0.048
125	507.800	15.6	3.527	0.618
126	525.795	7.1	4.324	-0.040
127	534.514	9.1	4.281	-0.157
128	536.399	8.2	4.275	-0.001
129	537.892	12.5	4.534	0.039
130	541.535	8.0	4.286	0.101
131	544.629	5.1	4.484	0.135
132	547.671	13.4	4.586	0.214
133	556.341	7.1	4.487	-0.358
134	560.695	10.8	4.467	-0.397
135	561.581	8.5	4.645	-0.366
136	564.777	13.1	4.559	-0.397
137	566.958	15.4	4.546	-0.502
138	567.236	12.2	4.571	-0.521
139	568.857	9.1	4.577	-0.316
140	571.048	12.5	4.461	-0.388
141	573.629	12.2	4.563	-0.329
142	577.992	12.2	4.499	-0.332
143	579.568	16.5	4.456	-0.158
144	585.175	12.2	4.605	-0.407
145	585.905	12.2	4.516	-0.265
146	586.351	14.2	4.599	-0.300
147	590.299	8.2	4.609	-0.250
148	592.920	12.8	4.609	-0.372
149	593.391	11.7	4.528	-0.359
150	600.449	11.9	4.635	-0.427
151	606.072	7.4	4.427	-0.252
152	608.227	11.9	4.467	-0.401
153	611.506	9.1	4.565	-0.311
154	614.737	10.5	4.429	-0.162
155	617.229	10.0	4.243	-0.019
156	618.656	16.8	4.411	-0.185
157	620.155	9.1	4.409	-0.244
158	622.338	6.5	4.367	-0.400
159	625.330	9.4	4.358	-0.244
160	627.765	12.2	4.321	-0.371
161	628.049	13.9	4.358	-0.396
162	629.148	17.1	4.445	-0.357
163	634.752	9.1	4.446	-0.384
164	635.054	7.7	4.367	-0.317
165	635.368	7.7	4.468	-0.328
166	637.453	10.2	4.348	-0.430
167	642.582	15.4	4.249	-0.148
168	643.214	9.4	4.253	-0.111
169	644.347	12.5	4.252	-0.085
170	644.679	14.8	4.308	-0.036
171	648.780	9.1	4.286	-0.359
172	653.982	6.3	4.342	-0.192
173	659.121	6.5	4.286	-0.189
174	659.911	10.0	4.393	-0.137
175	665.287	10.0	4.359	-0.348
176	668.829	15.4	4.218	-0.389
177	668.848	13.1	4.203	-0.355
178	670.775	15.1	4.052	-0.391
179	674.465	8.8	4.158	-0.419
180	677.446	10.2	4.101	-0.463
181	687.785	9.4	3.945	-0.080
182	689.942	15.9	3.940	-0.042
183	691.857	15.4	4.090	-0.125
184	697.315	10.5	3.684	-0.128
185	709.163	19.6	3.662	0.453
186	710.308	11.9	3.531	0.433
187	710.919	8.0	3.418	0.299
188	711.218	10.8	3.442	0.264
189	713.661	6.0	3.765	0.300
190	719.642	7.4	4.027	0.205
191	724.909	11.4	3.945	-0.163
192	725.657	10.5	3.857	-0.169
193	726.348	14.5	3.876	-0.206
194	727.567	14.2	3.690	-0.417
195	730.338	14.2	3.586	-0.068
196	733.660	9.1	3.835	-0.302
197	735.698	12.2	3.802	-0.097
198	738.844	12.5	3.959	0.082
199	742.682	11.9	4.143	0.149
200	743.780	13.7	4.080	0.221
201	744.071	9.4	4.183	0.204
202	747.599	11.7	4.404	0.018
203	747.966	11.1	4.327	-0.046
204	748.610	16.8	4.326	0.188
205	750.767	15.1	3.937	0.062
206	751.390	4.8	3.999	0.046
207	752.612	6.5	4.089	0.185
208	754.751	6.0	4.191	0.004
209	755.196	9.1	4.295	-0.103
210	757.298	8.0	4.432	0.031
211	758.633	11.4	4.422	-0.208
212	766.162	11.7	4.173	-0.270
213	780.888	6.8	4.348	-0.444
214	791.015	10.0	4.552	-0.344
215	796.487	7.4	4.426	-0.305
216	805.123	13.9	4.387	-0.109
217	806.305	14.5	4.348	0.051
218	818.613	10.2	4.452	-0.286
219	821.202	13.1	4.606	-0.152
220	824.439	14.2	4.569	-0.292
221	827.846	11.1	4.477	-0.280
222	828.031	11.9	4.564	-0.223
223	828.163	11.1	4.506	-0.263
224	829.380	11.9	4.566	-0.133
225	831.775	11.1	4.457	-0.127
226	832.621	8.5	4.355	-0.172
227	834.626	16.8	4.460	-0.200
228	836.634	11.7	4.459	-0.118
229	837.847	9.1	4.352	-0.118
230	838.587	10.5	4.470	-0.138
231	847.236	10.2	4.170	-0.347
232	848.206	15.9	4.320	-0.289
233	849.092	15.4	4.315	-0.362
234	850.211	13.7	4.302	-0.270
235	852.298	15.4	4.299	-0.271
236	853.923	15.4	4.298	-0.338
237	857.245	6.3	4.357	-0.394
238	860.180	5.1	4.530	-0.239
239	865.602	6.3	4.322	-0.153
240	874.092	13.4	4.215	-0.162
241	875.336	10.0	4.256	-0.103
242	878.527	15.9	4.321	-0.122
243	882.894	9.4	4.453	-0.109
244	883.020	12.8	4.454	-0.160
245	884.621	16.8	4.528	-0.081
246	886.345	7.7	4.451	-0.220
247	887.508	11.7	4.463	-0.209
248	889.447	8.5	4.321	-0.241
249	892.572	9.1	4.370	0.028
250	892.849	8.8	4.459	-0.015
251	895.418	8.2	4.410	-0.023
252	898.713	12.2	4.339	-0.219
253	899.128	10.5	4.344	-0.042
254	899.560	9.1	4.337	-0.131
255	900.787	8.0	4.278	-0.067
256	904.148	6.5	4.351	-0.172
257	905.861	10.0	4.226	-0.413
258	906.174	11.9	4.218	-0.395
259	906.672	15.1	4.370	-0.350
260	910.205	9.7	4.362	-0.295
261	911.852	15.1	4.292	-0.329
262	917.976	11.7	4.258	-0.117
263	920.805	11.7	4.323	-0.084
264	921.364	12.2	4.222	-0.065
265	921.684	14.8	4.319	-0.066
266	924.477	11.9	4.333	-0.042
267	926.708	11.7	4.202	-0.109
268	928.735	11.1	4.166	-0.098
269	931.613	11.4	4.227	-0.063
270	935.232	11.9	4.191	-0.177
271	938.703	10.0	3.943	-0.305
272	939.388	4.3	3.847	-0.316
273	942.787	15.4	4.033	0.034
274	942.818	14.2	4.112	-0.155
275	943.108	8.5	3.980	-0.018
276	943.324	13.1	3.981	-0.186
277	944.272	6.0	4.016	-0.113
278	947.262	13.4	3.955	-0.084
279	947.538	15.1	3.956	-0.066
280	948.279	13.1	4.024	-0.202
281	952.175	10.2	4.157	-0.350
282	958.909	13.4	4.041	-0.564
283	966.228	16.2	4.042	-0.314
284	969.270	5.4	4.116	-0.426
285	970.820	9.4	4.123	-0.378
286	971.252	11.9	4.202	-0.403
287	971.751	10.0	4.291	-0.346
288	973.269	10.5	4.295	-0.256
289	973.879	6.5	4.266	-0.271
290	976.265	10.2	4.131	-0.241
291	978.235	6.0	4.252	-0.136
292	979.692	13.1	4.206	-0.096
293	982.488	11.4	4.270	0.024
294	988.534	10.2	4.278	-0.078
295	990.674	9.7	4.212	-0.112
296	998.447	6.5	4.362	-0.521
297	1006.741	9.1	4.609	-0.520
298	1006.825	11.1	4.625	-0.814
299	1008.475	13.1	4.538	-0.775
300	1009.405	11.7	4.408	-0.708
301	1010.028	9.1	4.423	-0.646
302	1025.128	11.1	4.476	-0.627
303	1028.954	15.9	4.476	-0.292
304	1029.200	12.8	4.493	-0.246
305	1029.568	7.7	4.384	-0.360
306	1030.769	11.9	4.275	-0.450
307	1032.604	12.8	4.258	-0.284
308	1036.209	9.4	4.240	-0.112
309	1038.755	17.9	4.142	0.085
310	1039.956	11.7	4.130	0.190
311	1045.098	15.9	4.524	0.247
312	1049.625	5.1	4.542	0.323
313	1049.751	10.8	4.598	0.305
314	1055.757	9.1	4.293	0.077
315	1056.130	8.2	4.428	0.099
316	1058.989	12.8	4.376	0.237
317	1060.516	13.7	4.478	0.089
318	1063.177	11.7	4.645	0.271
319	1064.419	17.6	4.604	0.451
320	1066.422	14.5	4.426	0.295
321	1066.484	11.7	4.404	0.375
322	1066.600	3.7	4.459	0.426
323	1073.758	12.5	4.015	0.094
324	1075.312	11.1	3.962	0.335
325	1075.718	8.5	4.100	0.237
326	1079.707	14.8	3.712	-0.052
327	1079.737	9.1	3.734	-0.019
328	1084.430	19.9	3.756	-0.032
329	1085.188	20.8	3.758	-0.035
330	1087.253	14.8	3.864	-0.125
331	1088.990	13.4	3.827	-0.189
332	1090.512	15.6	3.815	0.047
333	1101.924	10.0	3.461	0.315
334	1102.063	14.8	3.547	0.382
335	1107.303	20.8	3.560	0.009
336	1108.217	10.8	3.630	0.038
337	1118.990	8.5	3.892	0.134
338	1120.360	5.1	3.616	0.187
339	1122.983	12.5	3.985	-0.067
340	1125.059	15.1	3.790	-0.121
341	1130.130	12.5	3.579	-0.076
342	1130.829	3.1	3.464	-0.064
343	1134.663	13.7	3.662	-0.113
344	1135.975	20.5	3.540	-0.176
345	1142.111	21.9	3.589	-0.426
346	1143.884	17.6	3.488	-0.633
347	1154.206	9.4	3.490	-0.367
348	1157.681	13.4	3.570	-0.675
349	1160.068	18.8	3.553	-0.257
350	1162.593	8.0	3.504	-0.318
351	1167.027	15.4	3.587	0.012
352	1175.927	13.4	3.760	0.305
353	1179.897	11.4	3.867	0.078
354	1181.764	7.4	3.962	0.249
355	1183.840	18.2	3.937	0.264
356	1184.425	8.8	3.858	0.133
357	1186.291	3.7	3.965	0.403
358	1189.266	13.4	3.942	0.308
359	1189.646	16.2	4.044	0.357
360	1191.687	14.5	4.019	0.235
361	1192.203	8.5	4.072	0.231
362	1193.307	13.1	4.151	-0.042
363	1196.403	10.2	3.902	-0.006
364	1196.494	12.5	3.877	-0.015
365	1198.015	12.2	3.974	-0.035
366	1199.137	11.1	3.994	-0.005
367	1200.710	19.9	3.840	-0.102
368	1203.755	12.2	3.826	0.200
369	1218.912	15.4	3.724	-0.017
370	1226.521	21.3	3.643	-0.045
371	1232.700	10.2	3.634	0.083
372	1234.080	18.8	3.701	0.117
373	1234.569	11.9	3.643	0.125
374	1237.274	14.5	3.635	0.339
375	1243.755	18.8	3.646	0.138
376	1255.268	17.6	3.275	-0.235
377	1255.370	9.1	3.280	-0.114
378	1262.473	9.4	3.544	0.154
379	1263.122	9.1	3.552	0.103
380	1263.483	17.6	3.554	0.214
381	1275.252	13.9	3.413	0.067
382	1282.228	14.2	3.149	0.009
383	1299.590	15.6	3.623	-0.692
384	1303.358	15.6	3.560	-0.771
385	1303.557	11.4	3.554	-0.758
386	1304.080	15.6	3.476	-0.732
387	1305.862	14.8	3.467	-0.825
388	1310.356	16.2	3.502	-0.021
389	1312.549	15.9	3.202	0.166
390	1323.261	13.7	3.721	-0.332
391	1329.579	10.0	3.786	-0.530
392	1330.975	11.1	3.722	-0.441
393	1338.744	9.7	3.817	-0.565
394	1345.317	13.9	3.670	-0.681
395	1348.563	16.5	3.841	-0.644
396	1349.920	6.3	3.670	-0.549
397	1359.019	12.8	3.449	-0.654
398	1362.101	17.6	3.174	-0.495
399	1363.253	11.7	3.181	-0.441
400	1364.001	23.3	3.248	-0.582
401	1364.300	22.5	3.253	-0.593
402	1365.404	13.4	3.363	-0.401
403	1368.560	10.5	3.336	-0.638
404	1382.834	13.7	3.557	-0.309
405	1389.418	15.4	3.701	-0.758
406	1396.623	10.8	2.707	0.051
407	1399.393	26.2	2.548	-0.373
408	1399.656	12.2	2.589	-0.348
409	1418.335	15.4	3.127	0.577
410	1421.892	16.2	2.720	0.628
411	1422.140	12.5	2.776	0.607
412	1424.885	14.8	2.793	0.283
413	1426.362	21.9	2.724	0.450
414	1426.899	11.4	2.676	0.420
415	1434.460	17.4	3.014	-0.102
416	1442.410	10.0	4.006	0.254
417	1445.942	15.1	4.009	0.060
418	1446.152	11.9	3.976	0.047
419	1446.275	11.9	3.882	-0.010
420	1446.435	12.8	3.952	0.059
421	1449.488	11.1	4.143	0.088
422	1451.318	8.0	4.051	-0.029
423	1453.767	13.4	4.217	-0.137
424	1455.857	8.2	4.621	0.315
425	1456.903	15.1	4.608	0.274
426	1458.850	8.2	4.253	-0.194
427	1462.134	12.2	4.065	-0.101
428	1464.698	16.2	3.867	-0.479
429	1465.175	14.8	3.995	-0.625
430	1469.301	16.8	4.014	-0.232
431	1469.739	13.9	3.912	-0.142
432	1469.936	14.2	3.925	-0.113
433	1480.135	7.4	4.066	0.189
434	1482.139	12.8	4.238	0.093
435	1482.705	5.1	4.153	0.084
436	1488.448	10.8	4.298	-0.318
437	1489.644	13.4	4.363	-0.338
438	1493.601	10.8	4.317	-0.675
439	1495.420	10.2	4.527	-0.565
440	1496.755	13.7	4.475	-1.013
441	1504.672	11.7	4.566	0.056
442	1511.527	7.1	4.802	0.035
443	1523.222	9.7	4.360	-0.344
444	1523.744	8.2	4.347	-0.320
445	1530.013	10.2	4.438	-0.386
446	1530.180	7.1	4.580	-0.407
447	1530.679	15.9	4.491	-0.499
448	1530.735	12.5	4.528	-0.512
449	1531.957	12.2	4.602	-0.396
450	1535.819	8.2	4.374	-0.354
451	1540.238	10.0	4.451	-0.412
452	1551.708	11.9	4.402	-0.363
453	1561.284	19.6	4.124	-0.381
454	1565.570	11.7	4.280	-0.367
455	1576.916	14.5	4.433	-0.458
456	1583.147	9.4	4.514	-0.411
457	1598.168	11.1	4.532	-0.392
458	1602.442	11.4	4.530	-0.080
459	1606.523	9.1	4.570	-0.197
460	1606.763	13.1	4.481	-0.153
461	1611.243	9.7	4.371	-0.268
462	1613.750	12.5	4.413	-0.344
463	1617.746	15.4	4.480	-0.331
464	1626.439	13.1	4.222	-0.336
465	1627.160	15.1	4.353	-0.395
466	1636.067	9.4	4.220	-0.717
467	1637.224	12.5	4.166	-0.521
468	1642.310	9.4	4.286	-0.366
469	1642.389	10.0	4.268	-0.346
470	1642.787	11.9	4.275	-0.240
471	1651.687	14.2	4.555	0.510
472	1651.975	8.2	4.465	0.431
473	1658.525	13.4	4.463	0.400
474	1661.241	11.4	4.450	0.233
475	1663.999	14.2	4.497	0.623
476	1670.238	8.8	4.853	0.459
477	1670.538	8.8	4.947	0.494
478	1671.627	8.2	4.520	0.056
479	1672.111	9.4	4.571	0.237
480	1674.686	12.5	4.407	0.014
481	1680.540	5.4	4.327	0.085
482	1682.948	13.1	4.560	-0.292
483	1684.550	6.0	4.440	-0.266
484	1688.713	13.9	4.243	0.100
485	1691.534	13.9	4.098	0.115
486	1692.683	14.5	4.161	0.057
487	1696.060	11.7	4.227	0.260
488	1696.924	13.9	4.275	0.130
489	1701.596	10.0	4.319	0.250
490	1705.459	15.4	4.124	-0.295
491	1723.949	6.8	4.288	-0.282
492	1729.408	9.1	4.028	-0.218
493	1734.257	13.4	4.049	-0.191
494	1741.327	12.8	4.169	0.054
495	1743.891	7.7	4.153	-0.095
496	1749.343	9.4	3.976	0.550
497	1755.071	10.8	3.924	0.868
498	1757.507	15.6	3.973	1.031
499	1761.396	8.5	3.806	0.813
500	1762.590	13.7	3.881	0.873
501	1762.713	4.8	3.693	0.738
502	1766.826	14.2	4.049	1.037
503	1767.892	11.4	4.149	1.061
504	1771.514	12.2	4.114	1.144
505	1773.183	13.1	4.090	0.985
506	1775.620	11.7	4.364	0.771
507	1776.017	12.2	4.211	0.856
508	1777.029	15.6	4.448	0.978
509	1782.063	5.1	4.239	0.895
510	1784.485	12.8	4.370	0.856
511	1788.281	16.2	4.368	0.649
512	1792.104	8.2	4.046	0.266
513	1796.488	9.7	4.532	0.502
514	1799.082	11.9	4.069	0.662
515	1800.330	13.7	4.170	0.649
516	1801.092	13.4	4.285	0.647
517	1804.606	9.7	4.140	0.605
518	1810.438	15.1	4.072	0.302
519	1818.297	13.9	4.072	0.276
520	1825.742	7.1	4.374	0.328
521	1828.748	11.4	4.227	0.221
522	1834.270	8.5	4.052	0.263
523	1835.742	6.5	4.067	-0.101
524	1842.449	15.1	4.015	-0.529
525	1845.951	12.8	4.097	-0.600
526	1849.463	10.0	3.967	-0.571
527	1855.768	8.2	3.973	0.115
528	1866.725	12.2	4.353	-0.339
529	1878.788	8.8	4.123	-0.605
530	1883.197	12.8	4.450	-0.744
531	1884.776	5.4	4.381	-0.745
532	1886.392	14.2	4.451	-0.687
533	1891.473	12.2	4.256	-0.778
534	1892.381	11.4	4.196	-0.906
535	1893.228	11.7	4.153	-0.672
536	1894.286	9.7	4.332	-0.838
537	1909.448	13.9	3.845	-0.397
538	1919.197	9.1	4.129	-0.354
539	1920.290	10.8	4.017	-0.145
540	1923.135	12.8	4.053	0.103
541	1933.564	16.8	3.810	-0.193
542	1935.957	18.8	3.553	-0.170
543	1950.187	12.5	3.773	-0.314
544	1955.963	10.0	3.974	-0.283
545	1963.512	15.4	3.935	-0.583
546	1970.927	12.5	3.635	-0.240
547	1986.114	9.1	2.871	-0.025
548	1990.290	14.2	3.124	0.113
549	1996.652	22.2	3.547	0.435
550	2000.264	11.4	3.649	0.701
551	2000.357	14.5	3.625	0.703
552	2008.136	16.2	3.498	-0.075
553	2014.865	11.9	3.830	0.060
554	2015.555	9.4	4.177	0.126
555	2023.293	17.4	3.715	0.193
556	2030.070	14.5	4.140	0.065
557	2030.659	12.2	4.115	0.124
558	2033.808	6.3	4.295	0.462
559	2039.155	11.9	4.131	0.161
560	2044.845	13.9	4.074	0.148
561	2046.629	13.1	4.164	0.183
562	2051.904	18.2	4.058	0.058
563	2063.972	12.2	4.109	-0.012
564	2064.761	9.1	4.105	-0.123
565	2082.284	14.5	3.949	-0.381
566	2088.004	16.2	4.101	-0.102
567	2088.478	12.8	4.083	-0.110
568	2091.376	12.5	4.023	-0.195
569	2098.514	16.5	4.019	-0.258
570	2100.174	15.9	4.045	-0.141
571	2100.541	13.4	4.038	-0.113
572	2101.777	14.5	4.220	-0.089
573	2103.614	18.2	4.003	-0.102
574	2103.711	11.9	4.058	-0.036
575	2110.497	12.8	4.068	-0.227
576	2112.259	12.8	4.102	-0.205
577	2112.363	17.1	3.989	-0.136
578	2125.042	18.2	4.067	-0.256
579	2126.204	10.8	4.043	-0.280
580	2138.400	10.8	4.160	-0.232
581	2138.487	13.4	4.248	-0.311
582	2141.745	8.2	4.125	-0.466
583	2144.483	14.2	4.380	-0.701
584	2155.704	10.5	4.144	-0.350
585	2160.953	9.7	4.237	0.139
586	2177.689	7.4	3.878	0.055
587	2198.079	9.7	4.018	-0.196
588	2201.370	13.7	3.850	-0.070
589	2204.029	14.5	4.127	0.366
590	2207.931	14.8	4.001	-0.173
591	2208.536	11.1	3.915	0.026
592	2212.199	21.0	3.828	-0.290
593	2216.047	10.2	3.870	-0.120
594	2219.491	11.7	3.725	0.332
595	2219.910	17.6	3.820	0.323
596	2221.676	10.2	3.986	0.286
597	2223.844	11.1	4.067	0.275
598	2227.337	8.0	3.798	0.206
599	2227.445	11.7	3.893	0.238
600	2270.786	10.2	4.096	-0.021
601	2285.016	13.1	3.736	0.303
602	2285.544	13.1	3.752	0.358
603	2297.236	8.0	3.996	-0.042
604	2303.652	10.8	3.630	0.033
605	2311.693	12.2	4.302	-0.378
606	2313.688	15.1	4.251	-0.453
607	2321.436	18.5	4.164	-0.366
608	2322.913	10.2	4.124	-0.286
609	2325.049	11.7	4.195	-0.539
610	2325.101	9.4	4.279	-0.568
611	2337.287	9.1	4.529	-0.259
612	2345.364	14.2	4.495	-0.076
613	2348.173	10.2	4.351	-0.040
614	2349.104	11.1	4.443	-0.012
615	2352.083	7.7	4.273	0.001
616	2353.661	15.9	4.327	0.089
617	2357.384	11.9	4.650	0.316
618	2365.070	11.9	4.367	-0.353
619	2366.055	11.9	4.389	-0.187
620	2370.044	17.4	4.455	-0.311
621	2372.863	8.2	4.398	0.246
622	2380.343	12.8	4.318	-0.192
623	2384.906	16.8	4.322	-0.425
624	2391.560	14.8	4.146	-0.398
625	2394.157	18.5	4.233	-0.263
626	2396.235	10.8	4.203	-0.212
627	2397.994	10.8	4.403	-0.236
628	2401.783	11.4	4.314	-0.378
629	2404.869	10.8	4.222	-0.157
630	2408.126	12.2	4.602	0.020
631	2409.184	8.2	4.736	0.134
632	2409.771	12.5	4.744	0.049
633	2409.844	15.9	4.635	0.028
634	2413.065	11.7	4.588	-0.117
635	2413.535	11.4	4.598	0.108
636	2418.228	10.0	4.379	-0.144
637	2421.721	10.5	4.509	-0.127
638	2426.613	8.2	4.482	0.024
639	2428.981	7.1	4.533	-0.056
640	2436.810	14.2	4.364	-0.493
641	2437.493	12.8	4.335	-0.406
642	2439.132	10.8	4.188	-0.259
643	2441.419	11.1	4.277	-0.344
644	2443.226	12.2	4.403	-0.262
645	2444.919	11.9	4.488	-0.184
646	2446.086	13.4	4.439	-0.146
647	2449.816	8.0	4.169	-0.132
648	2457.458	9.7	3.854	-0.145
649	2457.934	18.2	3.878	-0.041
650	2458.306	15.1	3.880	0.089
651	2458.673	12.8	3.860	-0.052
652	2461.526	13.9	4.014	-0.076
653	2461.937	7.4	3.998	0.179
654	2473.376	11.4	4.097	0.163
655	2476.021	12.5	4.035	-0.101
656	2476.649	20.2	3.978	-0.182
657	2477.246	14.8	3.949	-0.237
658	2479.571	13.9	3.893	-0.242
659	2481.272	10.5	3.821	-0.223
660	2487.134	13.7	4.121	-0.216
661	2491.806	10.8	4.192	-0.083
662	2492.817	9.4	4.115	0.025
663	2493.514	10.5	4.124	-0.185
664	2497.529	16.8	4.217	-0.198
665	2499.106	13.4	4.380	-0.481
666	2501.958	10.8	4.402	-0.499
667	2507.290	15.9	4.095	-0.596
668	2520.684	15.6	4.160	-0.440
669	2521.559	7.4	4.222	-0.400
670	2538.103	9.1	4.172	-0.190
671	2538.173	10.8	4.205	-0.138
672	2542.564	9.1	4.282	-0.310
673	2552.057	11.1	4.431	-0.156
674	2556.919	10.5	4.281	0.024
675	2558.346	10.8	4.426	0.053
676	2561.726	12.2	4.201	0.069
677	2562.630	12.2	4.163	0.085
678	2562.770	17.9	4.172	0.023
679	2565.252	14.5	4.238	-0.171
680	2565.467	12.5	4.177	-0.207
681	2567.750	11.1	4.288	-0.511
682	2570.109	8.8	4.337	-0.315
683	2571.062	9.4	4.411	-0.385
684	2574.313	16.2	4.471	-0.490
685	2574.878	10.0	4.411	-0.525
686	2575.894	8.0	4.426	-0.438
687	2580.631	12.8	4.883	0.068
688	2583.999	10.0	4.904	-0.246
689	2588.888	10.2	4.750	-0.502
690	2603.864	13.9	4.166	-0.489
691	2615.308	7.1	4.274	-0.007
692	2616.179	16.5	4.060	-0.359
693	2619.805	9.4	4.117	0.067
694	2620.655	11.4	4.224	0.191
695	2622.214	15.1	4.159	0.202
696	2623.568	12.2	4.070	0.488
697	2626.036	14.5	4.271	0.302
698	2629.921	11.9	4.289	0.189
699	2630.442	18.2	4.275	0.012
700	2636.413	15.1	3.783	0.026
701	2637.843	11.4	4.110	0.078
702	2639.942	3.7	4.039	-0.100
703	2642.808	10.5	4.256	-0.357
704	2644.115	16.2	4.205	-0.410
705	2647.935	10.8	4.315	-0.420
706	2651.597	4.8	4.286	-0.371
707	2652.432	8.8	4.442	-0.424
708	2660.469	13.9	4.706	-0.471
709	2663.441	10.8	4.306	-0.208
710	2667.390	9.1	4.238	-0.260
711	2675.420	5.7	4.596	-0.268
712	2676.270	15.1	4.426	-0.272
713	2686.597	11.1	4.226	-0.165
