DXEX v3
C:\WTUSER\My Flow Projects\Project\UBA_BL_Rep2025_UW_01.lda
12:23:30
-2050.000 mm;0.000 mm;250.000 mm
vertical prof
"Row#"	"AT [ms]"	"TT [us]"	"U [m/s]"	"W [m/s]"	
171	579.045	15.6	3.875	-0.091
172	579.105	11.4	3.894	-0.143
173	581.530	13.4	3.783	-0.109
174	581.585	11.7	3.780	0.008
175	582.054	15.6	3.761	-0.029
176	582.211	14.2	3.778	-0.044
177	583.158	10.5	3.753	-0.016
178	584.245	14.5	3.725	-0.271
179	587.139	12.5	3.842	-0.592
180	587.438	13.1	3.873	-0.680
181	594.651	11.4	3.840	-0.492
182	595.179	14.2	3.851	-0.384
183	598.656	12.8	3.887	-0.105
184	602.180	14.2	4.174	0.833
185	603.885	14.2	4.125	0.562
186	604.301	7.7	4.095	0.432
187	605.102	8.2	4.021	0.356
188	607.376	18.2	3.715	0.460
189	616.103	11.9	4.164	-0.084
190	619.342	14.5	4.030	0.013
191	622.414	12.5	4.050	0.012
192	627.576	12.5	4.185	-0.245
193	632.138	10.5	4.017	-0.218
194	634.289	16.8	4.134	-0.241
195	634.483	11.9	4.140	-0.144
196	641.526	13.9	3.782	-0.237
197	645.965	16.2	3.665	-0.159
198	646.116	15.1	3.676	-0.161
199	646.451	12.5	3.691	-0.181
200	648.171	11.7	3.768	-0.213
201	659.229	8.0	4.154	0.025
202	659.443	10.8	4.024	0.018
203	661.466	11.7	4.025	-0.061
204	662.071	10.8	3.963	0.038
205	667.908	7.1	4.012	0.269
206	671.082	13.1	4.016	-0.165
207	671.179	17.6	3.986	-0.004
208	672.006	13.7	4.111	-0.071
209	676.515	12.5	4.060	-0.020
210	676.769	13.9	4.149	-0.061
211	677.902	11.4	4.044	0.030
212	678.335	7.1	4.080	0.061
213	678.402	10.8	4.088	0.039
214	680.560	13.9	4.138	0.110
215	681.018	6.8	4.205	0.185
216	692.592	13.9	4.260	-0.033
217	692.831	17.4	4.291	-0.048
218	698.136	8.2	4.233	0.126
219	699.013	11.1	4.153	0.325
220	699.396	13.4	4.159	0.362
221	705.493	17.6	4.169	0.075
222	713.975	11.7	4.311	0.155
223	723.264	11.4	4.281	0.092
224	727.560	13.1	4.269	-0.162
225	733.126	10.5	4.325	-0.076
226	734.500	13.1	4.395	-0.099
227	739.981	8.5	4.304	-0.003
228	740.851	11.9	4.336	0.116
229	741.505	11.4	4.426	-0.117
230	743.023	9.4	4.492	0.071
231	748.781	13.4	4.753	-0.118
232	752.421	13.7	4.658	-0.364
233	754.088	13.7	4.677	-0.236
234	758.280	9.7	4.771	-0.108
235	760.937	8.0	5.063	-0.362
236	767.936	10.5	4.897	-0.325
237	768.179	11.7	4.920	-0.255
238	772.473	11.4	5.033	-0.263
239	779.644	10.5	4.896	-0.053
240	793.842	9.1	4.868	-0.120
241	794.710	14.5	4.838	0.029
242	794.784	11.9	4.814	0.057
243	795.687	12.5	4.843	-0.010
244	797.406	12.5	4.760	-0.019
245	799.766	9.4	4.552	-0.066
246	801.816	11.7	4.767	0.041
247	804.856	6.3	4.635	0.058
248	806.044	11.4	4.688	-0.071
249	806.247	6.8	4.620	-0.083
250	807.153	9.7	4.666	-0.109
251	807.492	8.0	4.709	-0.051
252	810.968	11.1	4.648	-0.050
253	811.248	8.8	4.536	-0.065
254	812.458	10.2	4.634	-0.105
255	813.904	11.1	4.683	0.096
256	816.245	8.8	4.639	-0.050
257	817.642	13.9	4.502	0.051
258	820.793	5.1	4.335	0.081
259	820.812	11.7	4.374	0.092
260	821.154	10.5	4.396	0.123
261	827.665	7.7	4.512	-0.087
262	833.231	6.5	4.505	-0.208
263	838.535	10.5	4.395	-0.313
264	848.157	11.9	4.509	0.039
265	849.819	12.5	4.634	-0.315
266	851.137	10.2	4.694	0.418
267	857.455	12.5	4.611	0.061
268	866.712	10.5	4.863	-0.221
269	870.981	8.5	4.773	-0.690
270	872.743	9.7	4.707	-0.647
271	877.246	13.4	4.657	-0.690
272	877.517	11.4	4.609	-0.505
273	879.151	13.1	4.697	-0.659
274	880.318	7.7	4.690	-0.685
275	881.239	9.7	4.779	-0.613
276	881.340	12.2	4.776	-0.611
277	881.430	15.4	4.664	-0.596
278	881.453	12.2	4.604	-0.560
279	881.739	11.7	4.692	-0.650
280	882.780	6.5	4.590	-0.634
281	883.291	9.7	4.619	-0.530
282	883.406	10.5	4.629	-0.647
283	884.839	8.8	4.727	-0.630
284	886.091	11.9	4.650	-0.661
285	886.557	8.8	4.881	-0.590
286	887.590	10.2	4.796	-0.482
287	888.418	16.2	4.705	-0.616
288	890.523	11.1	4.744	-0.691
289	894.045	9.7	4.832	-0.332
290	894.993	14.2	4.772	-0.371
291	897.219	11.7	4.595	-0.558
292	897.305	10.0	4.578	-0.488
293	900.622	11.1	4.451	-0.436
294	901.764	10.0	4.612	-0.411
295	905.077	13.1	4.437	-0.341
296	906.225	14.2	4.601	-0.310
297	906.568	8.0	4.683	-0.368
298	907.600	5.4	4.712	-0.168
299	911.226	8.2	4.662	-0.056
300	914.437	11.9	4.512	-0.120
301	918.656	10.8	4.339	-0.268
302	919.716	6.8	4.320	-0.110
303	921.164	11.1	4.305	-0.327
304	921.638	3.4	4.076	-0.241
305	924.516	11.1	4.145	-0.557
306	926.015	17.4	4.160	-0.571
307	930.050	15.6	4.174	-0.335
308	930.273	9.1	4.156	-0.521
309	934.322	11.9	4.474	-0.240
310	935.320	13.1	4.480	-0.339
311	935.812	13.1	4.594	-0.395
312	935.843	12.5	4.591	-0.414
313	936.419	13.1	4.698	-0.411
314	937.283	5.4	4.531	-0.200
315	937.662	13.1	4.592	-0.159
316	940.905	13.9	4.296	-0.225
317	944.618	13.1	4.134	0.135
318	947.068	11.9	4.125	0.053
319	952.206	10.2	4.193	0.338
320	953.503	17.1	4.355	0.211
321	954.754	12.8	4.258	0.193
322	955.956	6.3	4.558	0.021
323	958.540	10.5	4.711	0.255
324	959.444	12.5	4.783	0.319
325	961.166	13.9	4.604	0.627
326	963.012	7.4	4.718	0.294
327	963.180	9.7	4.667	0.188
328	964.295	11.4	4.696	0.344
329	965.304	17.6	4.537	0.079
330	966.556	12.2	4.620	-0.225
331	967.923	14.8	4.898	0.905
332	968.115	15.9	4.914	0.767
333	968.467	9.1	5.053	0.788
334	972.932	9.4	4.771	0.450
335	973.151	11.9	4.612	0.528
336	973.228	14.2	4.612	0.642
337	973.420	8.5	4.729	0.510
338	973.779	9.7	4.786	0.548
339	974.830	13.4	4.620	0.428
340	975.010	13.7	4.629	0.570
341	975.637	7.7	4.532	0.262
342	976.012	7.7	4.306	0.111
343	977.756	16.8	4.284	0.119
344	980.379	15.9	4.533	0.189
345	981.437	13.9	4.467	0.129
346	985.765	9.7	4.888	0.205
347	987.336	8.8	4.683	0.290
348	990.702	12.2	4.506	-0.104
349	995.451	11.7	4.603	-0.634
350	996.501	12.8	4.661	-0.564
351	1005.060	10.8	4.901	0.076
352	1006.525	11.7	4.842	-0.008
353	1011.098	10.5	4.540	-0.238
354	1011.784	6.8	4.480	-0.209
355	1013.269	9.4	4.636	-0.011
356	1015.941	9.7	4.450	-0.183
357	1017.609	11.1	4.525	-0.128
358	1025.776	9.7	4.427	-0.635
359	1027.191	8.0	4.480	-0.495
360	1031.068	15.4	4.405	-0.606
361	1035.692	14.2	4.509	-0.534
362	1036.904	6.5	4.601	-0.515
363	1037.150	10.8	4.573	-0.530
364	1038.005	11.1	4.497	-0.489
365	1044.212	8.8	4.585	-0.321
366	1047.860	13.4	4.484	-0.566
367	1049.283	9.7	4.397	-0.657
368	1056.914	7.7	4.696	-0.592
369	1067.416	12.5	4.223	-0.203
370	1067.626	11.4	4.232	-0.148
371	1068.568	11.7	4.120	-0.133
372	1073.991	6.3	4.283	-0.185
373	1074.502	13.9	4.246	-0.125
374	1077.966	9.1	4.372	0.014
375	1080.105	8.8	4.527	0.078
376	1080.832	11.4	4.511	0.159
377	1080.906	13.4	4.489	0.098
378	1081.271	7.1	4.423	0.262
379	1085.020	13.4	4.569	0.158
380	1085.965	10.0	4.500	0.135
381	1087.261	15.1	4.455	0.149
382	1094.917	11.4	4.462	0.401
383	1095.603	11.1	4.432	0.332
384	1096.813	13.7	4.431	0.340
385	1097.782	11.9	4.433	0.482
386	1097.861	7.1	4.510	0.443
387	1098.826	13.4	4.504	0.472
388	1099.327	8.2	4.513	0.413
389	1101.121	13.7	4.426	0.506
390	1101.839	9.7	4.404	0.420
391	1104.230	11.7	4.292	0.318
392	1107.413	13.1	4.256	0.425
393	1109.280	8.5	4.544	0.451
394	1110.352	15.4	4.633	0.457
395	1111.853	13.1	4.650	0.464
396	1112.288	7.4	4.682	0.470
397	1112.874	15.4	4.529	0.392
398	1113.006	7.4	4.542	0.482
399	1115.487	7.1	4.816	0.439
400	1120.025	10.2	4.512	0.006
401	1120.727	11.7	4.350	0.063
402	1121.432	10.0	4.225	0.280
403	1121.907	13.7	4.254	0.376
404	1122.622	7.7	4.237	0.426
405	1124.698	15.1	4.254	0.355
406	1129.516	10.0	3.927	0.126
407	1130.362	4.3	3.835	0.392
408	1131.358	10.5	3.956	0.231
409	1133.378	10.0	4.335	0.139
410	1133.545	12.8	4.382	0.268
411	1134.185	12.2	4.335	0.214
412	1134.304	10.0	4.318	0.255
413	1135.923	7.7	4.424	0.346
414	1136.033	12.5	4.238	0.394
415	1138.514	12.5	4.189	0.240
416	1140.291	12.5	4.113	0.259
417	1143.255	14.8	4.227	0.266
418	1148.891	11.4	4.084	0.098
419	1149.576	8.0	4.183	0.348
420	1150.197	8.0	4.182	0.258
421	1150.598	11.7	4.228	0.231
422	1151.958	8.0	4.194	0.028
423	1152.155	15.6	4.171	0.016
424	1154.546	6.5	3.978	-0.018
425	1159.115	12.5	3.798	-0.184
426	1162.781	10.8	3.641	0.142
427	1165.908	11.1	3.752	-0.081
428	1169.207	13.1	3.710	-0.218
429	1170.372	9.7	3.591	-0.198
430	1171.885	17.4	3.608	-0.420
431	1172.274	6.0	3.597	-0.443
432	1173.332	16.8	3.444	-0.348
433	1174.951	10.8	3.481	-0.423
434	1178.225	13.4	3.323	-0.396
435	1183.212	8.2	3.463	-0.254
436	1183.226	18.2	3.553	-0.252
437	1183.485	17.6	3.517	-0.225
438	1183.563	13.4	3.527	-0.311
439	1184.573	14.8	3.353	-0.351
440	1184.818	16.5	3.415	-0.380
441	1188.692	18.2	3.500	-0.505
442	1190.859	13.7	3.530	-0.522
443	1195.045	9.1	3.339	-0.246
444	1195.542	19.1	3.337	-0.317
445	1204.808	14.2	3.487	-0.221
446	1206.432	8.8	3.224	-0.278
447	1209.104	16.8	3.542	-0.740
448	1209.443	17.4	3.570	-0.610
449	1210.062	16.2	3.560	-0.379
450	1213.263	10.2	3.566	0.020
451	1214.367	20.8	3.412	-0.157
452	1221.628	13.7	3.910	-0.197
453	1222.858	10.8	3.915	-0.145
454	1227.528	10.0	4.085	-0.010
455	1227.798	7.7	4.170	-0.098
456	1233.693	13.1	4.041	-0.202
457	1235.085	10.2	4.052	-0.205
458	1235.792	13.7	4.099	-0.159
459	1238.681	15.9	3.978	-0.282
460	1240.096	11.1	3.830	-0.214
461	1241.341	8.0	3.993	-0.182
462	1245.148	12.2	4.292	0.010
463	1245.585	11.7	4.246	-0.025
464	1245.815	9.7	4.197	-0.094
465	1253.536	10.8	4.236	-0.213
466	1254.585	15.9	4.278	-0.350
467	1256.038	6.5	4.321	-0.340
468	1257.661	15.6	4.019	-0.335
469	1260.629	19.1	3.927	-0.439
470	1261.111	9.1	3.978	-0.552
471	1263.601	10.5	3.857	-0.384
472	1264.358	10.8	4.016	-0.396
473	1264.457	15.1	4.016	-0.308
474	1264.859	15.4	4.017	-0.256
475	1265.011	13.9	4.060	-0.123
476	1267.805	15.4	4.060	-0.208
477	1269.182	12.2	4.105	-0.153
478	1269.667	9.4	4.116	-0.201
479	1272.330	14.2	3.807	-0.156
480	1272.371	12.2	3.815	-0.090
481	1272.818	13.9	3.813	-0.273
482	1273.685	17.1	3.690	-0.353
483	1274.860	13.9	3.669	-0.287
484	1277.627	7.1	3.672	-0.088
485	1277.725	13.4	3.636	-0.336
486	1280.834	15.6	3.547	-0.203
487	1281.964	10.8	3.357	-0.210
488	1283.904	18.5	4.123	-0.518
489	1284.379	14.8	4.148	-0.592
490	1284.831	17.1	4.236	-0.514
491	1285.893	9.1	4.279	-0.155
492	1285.980	11.9	4.252	-0.185
493	1286.825	10.5	4.123	-0.004
494	1287.944	10.5	3.970	0.006
495	1289.357	10.5	4.011	0.071
496	1289.437	13.1	4.114	0.092
497	1289.568	11.4	4.074	0.043
498	1294.832	15.4	4.060	0.319
499	1297.165	11.9	4.068	-0.252
500	1299.516	10.5	3.963	-0.433
501	1306.117	11.7	3.574	-0.150
502	1306.848	13.9	3.531	-0.297
503	1308.188	9.7	3.475	-0.476
504	1308.954	15.6	3.705	-0.228
505	1314.011	14.5	3.630	0.197
506	1314.207	10.0	3.484	0.161
507	1315.327	18.2	3.761	0.348
508	1315.625	14.2	3.893	0.363
509	1316.388	12.5	3.857	0.297
510	1317.832	13.4	3.899	0.105
511	1319.102	16.5	3.834	0.010
512	1320.802	8.5	3.925	0.214
513	1323.555	12.2	3.949	-0.543
514	1324.261	19.9	3.846	-0.184
515	1325.696	14.8	3.464	-0.176
516	1326.799	10.0	3.877	-0.088
517	1336.630	11.4	4.289	-0.338
518	1342.111	15.1	4.166	-0.535
519	1342.347	10.8	4.164	-0.584
520	1342.761	14.5	4.095	-0.548
521	1345.279	11.1	4.395	-0.480
522	1345.552	14.8	4.350	-0.385
523	1347.018	8.8	4.401	-0.218
524	1347.216	14.5	4.297	-0.232
525	1348.614	17.6	4.302	-0.294
526	1353.484	6.8	4.352	0.036
527	1354.773	7.4	4.198	-0.242
528	1354.890	10.5	4.235	-0.186
529	1361.306	11.7	3.972	-0.457
530	1361.365	11.7	3.923	-0.452
531	1362.680	15.6	3.776	0.152
532	1364.561	13.9	4.112	-0.088
533	1371.342	7.1	4.290	-0.099
534	1373.887	15.6	3.984	0.258
535	1374.882	14.2	3.992	0.103
536	1375.932	14.8	3.874	-0.245
537	1379.029	12.8	3.893	-0.084
538	1380.088	10.2	4.008	0.053
539	1380.217	21.6	4.060	0.011
540	1382.684	12.2	3.650	-0.238
541	1382.879	17.9	3.769	-0.266
542	1386.133	11.7	4.021	-0.134
543	1387.947	11.7	4.034	-0.124
544	1389.931	14.5	3.770	-0.292
545	1396.011	10.5	3.818	-0.877
546	1403.948	10.8	3.757	-0.338
547	1404.407	15.6	3.775	-0.385
548	1404.801	5.1	3.861	-0.316
549	1404.893	15.4	3.772	-0.360
550	1406.245	14.2	3.877	-0.493
551	1406.292	11.7	3.972	-0.461
552	1407.378	16.8	4.071	-0.513
553	1410.429	14.2	3.923	-0.391
554	1410.523	18.8	3.902	-0.406
555	1418.489	10.2	4.003	-0.581
556	1421.238	8.0	3.814	-0.412
557	1421.296	14.2	3.719	-0.502
558	1422.211	10.0	3.685	-0.446
559	1432.246	16.5	3.836	-0.749
560	1432.341	13.1	3.873	-0.788
561	1433.492	14.5	3.946	-0.788
562	1436.516	15.4	3.790	-0.937
563	1437.100	23.6	3.687	-0.814
564	1438.299	7.1	3.807	-0.603
565	1438.390	15.6	3.739	-0.674
566	1440.246	12.2	3.481	-0.565
567	1440.485	15.9	3.511	-0.468
568	1442.068	15.9	3.315	-0.506
569	1442.262	13.1	3.297	-0.524
570	1446.690	11.4	3.540	-0.489
571	1448.082	17.6	3.533	-0.607
572	1453.644	8.5	3.485	-0.549
573	1454.586	13.4	3.420	-0.617
574	1456.990	8.2	3.540	-0.653
575	1457.071	20.5	3.560	-0.638
576	1458.101	13.1	3.534	-0.777
577	1458.606	20.8	3.529	-0.760
578	1463.576	8.8	3.343	-0.691
579	1465.097	12.8	3.357	-0.567
580	1468.685	16.5	3.419	-0.613
581	1469.205	10.2	3.389	-0.633
582	1470.084	15.1	3.411	-0.585
583	1478.676	12.8	3.386	-0.318
584	1485.216	9.1	3.385	-0.250
585	1487.058	14.2	3.467	-0.296
586	1487.280	15.4	3.455	-0.252
587	1489.475	11.9	3.470	-0.678
588	1489.899	22.8	3.495	-0.609
589	1490.173	12.2	3.521	-0.587
590	1493.075	15.6	3.407	-0.423
591	1500.558	13.1	3.610	-0.403
592	1501.095	12.2	3.703	-0.287
593	1501.684	15.4	3.818	-0.227
594	1502.639	10.2	3.687	-0.302
595	1507.176	11.1	3.817	-0.725
596	1507.651	16.8	3.701	-0.701
597	1507.829	14.5	3.683	-0.646
598	1509.190	13.7	4.035	-0.604
599	1510.051	14.5	4.134	-0.577
600	1510.375	11.9	4.256	-0.529
601	1515.798	14.5	4.117	-0.552
602	1517.084	16.5	4.016	-0.650
603	1518.740	15.6	3.973	-0.609
604	1519.628	13.7	4.024	-0.527
605	1519.645	13.7	4.028	-0.604
606	1520.286	8.8	3.991	-0.745
607	1526.814	7.4	4.132	-0.467
608	1527.388	13.4	4.249	-0.289
609	1528.358	13.4	4.240	-0.585
610	1530.095	13.4	4.144	-0.493
611	1531.146	8.0	4.166	-0.467
612	1532.056	9.1	4.075	-0.588
613	1532.106	10.8	4.200	-0.346
614	1532.423	11.9	4.187	-0.500
615	1533.225	8.0	4.117	-0.510
616	1533.317	8.8	4.173	-0.452
617	1533.570	8.8	4.095	-0.481
618	1534.151	8.8	4.150	-0.485
619	1534.916	16.2	4.183	-0.597
620	1534.952	14.5	4.187	-0.514
621	1535.179	15.6	4.144	-0.516
622	1535.796	11.4	4.274	-0.493
623	1536.509	11.7	4.331	-0.480
624	1537.050	11.9	4.290	-0.549
625	1539.206	6.3	4.399	-0.544
626	1541.295	9.4	4.485	-0.703
627	1545.829	14.5	3.871	-0.365
628	1546.952	17.1	4.012	-0.453
629	1547.980	13.7	3.991	-0.471
630	1550.307	11.1	4.011	-0.529
631	1552.159	15.6	3.958	-0.426
632	1552.719	5.4	4.005	-0.453
633	1554.343	6.0	3.767	-0.279
634	1555.865	20.2	3.914	-0.385
635	1555.914	15.4	3.926	-0.473
636	1558.152	6.3	4.116	-0.380
637	1558.458	7.7	4.128	-0.377
638	1560.808	15.6	4.180	-0.283
639	1562.367	15.4	4.166	-0.370
640	1563.899	12.5	4.202	-0.307
641	1564.107	10.0	4.217	-0.266
642	1564.277	14.2	4.217	-0.212
643	1564.484	12.5	4.149	-0.275
644	1564.714	15.4	4.143	-0.166
645	1567.597	10.8	3.952	-0.163
646	1569.672	11.4	3.814	-0.302
647	1571.635	12.5	3.825	-0.314
648	1572.867	16.2	3.651	-0.500
649	1575.931	12.8	3.751	-0.151
650	1576.464	7.1	3.865	-0.282
651	1578.165	14.8	3.729	-0.325
652	1579.102	19.3	3.823	-0.322
653	1579.436	14.8	3.735	-0.294
654	1579.618	13.1	3.698	-0.321
655	1584.621	12.5	3.446	-0.440
656	1585.343	8.8	3.414	-0.458
657	1587.378	14.5	3.316	-0.410
658	1589.512	12.2	3.174	-0.105
659	1590.822	12.8	3.050	-0.060
660	1590.866	13.7	2.955	0.030
661	1593.929	17.4	2.876	0.055
662	1600.958	13.4	2.871	-0.283
663	1602.770	11.7	2.665	-0.627
664	1604.055	22.8	2.884	-0.891
665	1604.411	13.1	2.912	-0.860
666	1606.011	22.2	3.108	-1.045
667	1610.039	12.2	3.131	-0.823
668	1610.890	15.4	3.187	-0.678
669	1612.214	3.4	2.929	-0.454
670	1615.479	13.4	3.299	-0.535
671	1622.015	11.1	3.392	-0.124
672	1622.149	13.4	3.376	-0.075
673	1622.628	15.1	3.330	-0.143
674	1622.788	17.1	3.358	-0.161
675	1623.800	8.8	3.382	-0.174
676	1624.043	18.5	3.476	-0.098
677	1625.864	13.7	3.698	0.097
678	1630.307	23.0	3.322	-0.006
679	1631.119	18.8	3.215	0.041
680	1631.697	17.4	3.306	0.118
681	1632.769	18.8	3.301	0.320
682	1633.714	11.4	3.278	0.084
683	1634.281	10.0	3.310	0.083
684	1635.825	10.2	3.243	0.247
685	1638.327	15.9	3.215	0.231
686	1645.623	11.1	2.761	-0.013
687	1646.361	17.9	2.794	0.006
688	1649.819	11.7	2.776	0.166
689	1651.133	18.2	2.738	-0.039
690	1651.849	10.2	2.819	-0.090
691	1652.381	20.2	2.928	-0.144
692	1653.901	15.9	3.494	-0.304
693	1655.739	18.2	3.363	0.067
694	1655.911	15.9	3.420	0.008
695	1656.032	8.2	3.396	0.084
696	1659.344	12.5	3.238	0.002
697	1661.089	11.9	3.171	-0.050
698	1661.816	16.5	3.162	-0.160
699	1663.746	8.5	3.204	-0.025
700	1670.421	9.4	3.180	-0.164
701	1670.488	18.8	3.281	-0.151
702	1671.724	23.0	3.227	-0.204
703	1673.548	16.2	3.205	-0.249
704	1673.771	18.5	3.212	-0.207
705	1674.702	11.1	3.263	-0.109
706	1682.291	10.5	3.000	0.045
707	1684.740	21.3	3.139	0.229
708	1685.495	10.5	3.310	0.203
709	1687.350	15.4	3.662	0.057
710	1688.592	11.9	3.790	0.161
711	1689.084	13.9	3.649	0.119
712	1689.521	11.1	3.754	0.076
713	1690.158	17.4	3.719	0.109
714	1693.424	14.5	3.589	0.188
715	1696.582	14.2	3.820	0.127
716	1699.431	14.8	3.658	0.329
